,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
245,39272,2022-01-28 06:35:00,-190.0,39164,2022-01-28 04:47:00,-190.0,39164,2022-01-28 04:47:00,-190.0,39233,2022-01-28 05:56:00,-19.0,39233,2022-01-28 05:56:00,-19.0,39483,2022-01-28 10:06:00,-191.0
246,39483,2022-01-28 10:06:00,-191.0,39314,2022-01-28 07:17:00,-191.0,39314,2022-01-28 07:17:00,-191.0,39387,2022-01-28 08:30:00,-10.0,39387,2022-01-28 08:30:00,-10.0,39653,2022-01-28 12:56:00,-191.0
247,39653,2022-01-28 12:56:00,-191.0,39544,2022-01-28 11:07:00,-191.0,39544,2022-01-28 11:07:00,-191.0,39614,2022-01-28 12:17:00,-18.0,39614,2022-01-28 12:17:00,-18.0,39793,2022-01-28 15:16:00,-192.0
248,39793,2022-01-28 15:16:00,-192.0,39684,2022-01-28 13:27:00,-192.0,39684,2022-01-28 13:27:00,-192.0,39754,2022-01-28 14:37:00,-20.0,39754,2022-01-28 14:37:00,-20.0,39927,2022-01-28 17:30:00,-189.0
249,39927,2022-01-28 17:30:00,-189.0,39819,2022-01-28 15:42:00,-192.0,39819,2022-01-28 15:42:00,-192.0,39889,2022-01-28 16:52:00,-18.0,39889,2022-01-28 16:52:00,-18.0,40072,2022-01-28 19:55:00,-191.0
250,40072,2022-01-28 19:55:00,-191.0,39964,2022-01-28 18:07:00,-190.0,39964,2022-01-28 18:07:00,-190.0,40034,2022-01-28 19:17:00,-17.0,40034,2022-01-28 19:17:00,-17.0,40288,2022-01-28 23:31:00,-189.0
251,40288,2022-01-28 23:31:00,-189.0,40114,2022-01-28 20:37:00,-192.0,40114,2022-01-28 20:37:00,-192.0,40187,2022-01-28 21:50:00,-11.0,40187,2022-01-28 21:50:00,-11.0,40446,2022-01-29 02:09:00,-188.0
252,40446,2022-01-29 02:09:00,-188.0,40339,2022-01-29 00:22:00,-189.0,40339,2022-01-29 00:22:00,-189.0,40408,2022-01-29 01:31:00,-19.0,40408,2022-01-29 01:31:00,-19.0,40582,2022-01-29 04:25:00,-190.0
253,40582,2022-01-29 04:25:00,-190.0,40474,2022-01-29 02:37:00,-190.0,40474,2022-01-29 02:37:00,-190.0,40544,2022-01-29 03:47:00,-18.0,40544,2022-01-29 03:47:00,-18.0,40712,2022-01-29 06:35:00,-190.0
254,40712,2022-01-29 06:35:00,-190.0,40604,2022-01-29 04:47:00,-191.0,40604,2022-01-29 04:47:00,-191.0,40674,2022-01-29 05:57:00,-17.0,40674,2022-01-29 05:57:00,-17.0,40923,2022-01-29 10:06:00,-190.0
255,40923,2022-01-29 10:06:00,-190.0,40754,2022-01-29 07:17:00,-190.0,40754,2022-01-29 07:17:00,-190.0,40827,2022-01-29 08:30:00,-10.0,40827,2022-01-29 08:30:00,-10.0,41092,2022-01-29 12:55:00,-190.0
256,41092,2022-01-29 12:55:00,-190.0,40984,2022-01-29 11:07:00,-190.0,40984,2022-01-29 11:07:00,-190.0,41053,2022-01-29 12:16:00,-20.0,41053,2022-01-29 12:16:00,-20.0,41233,2022-01-29 15:16:00,-192.0
257,41233,2022-01-29 15:16:00,-192.0,41124,2022-01-29 13:27:00,-191.0,41124,2022-01-29 13:27:00,-191.0,41194,2022-01-29 14:37:00,-20.0,41194,2022-01-29 14:37:00,-20.0,41368,2022-01-29 17:31:00,-192.0
258,41368,2022-01-29 17:31:00,-192.0,41259,2022-01-29 15:42:00,-192.0,41259,2022-01-29 15:42:00,-192.0,41329,2022-01-29 16:52:00,-20.0,41329,2022-01-29 16:52:00,-20.0,41513,2022-01-29 19:56:00,-193.0
259,41513,2022-01-29 19:56:00,-193.0,41404,2022-01-29 18:07:00,-192.0,41404,2022-01-29 18:07:00,-192.0,41474,2022-01-29 19:17:00,-20.0,41474,2022-01-29 19:17:00,-20.0,41729,2022-01-29 23:32:00,-190.0
260,41729,2022-01-29 23:32:00,-190.0,41554,2022-01-29 20:37:00,-193.0,41554,2022-01-29 20:37:00,-193.0,41627,2022-01-29 21:50:00,-12.0,41627,2022-01-29 21:50:00,-12.0,41886,2022-01-30 02:09:00,-189.0
261,41886,2022-01-30 02:09:00,-189.0,41779,2022-01-30 00:22:00,-189.0,41779,2022-01-30 00:22:00,-189.0,41848,2022-01-30 01:31:00,-18.0,41848,2022-01-30 01:31:00,-18.0,42022,2022-01-30 04:25:00,-190.0
262,42022,2022-01-30 04:25:00,-190.0,41914,2022-01-30 02:37:00,-189.0,41914,2022-01-30 02:37:00,-189.0,41983,2022-01-30 03:46:00,-19.0,41983,2022-01-30 03:46:00,-19.0,42152,2022-01-30 06:35:00,-190.0
263,42152,2022-01-30 06:35:00,-190.0,42044,2022-01-30 04:47:00,-190.0,42044,2022-01-30 04:47:00,-190.0,42114,2022-01-30 05:57:00,-18.0,42114,2022-01-30 05:57:00,-18.0,42363,2022-01-30 10:06:00,-192.0
264,42363,2022-01-30 10:06:00,-192.0,42194,2022-01-30 07:17:00,-191.0,42194,2022-01-30 07:17:00,-191.0,42266,2022-01-30 08:29:00,-13.0,42266,2022-01-30 08:29:00,-13.0,42531,2022-01-30 12:54:00,-190.0
265,42531,2022-01-30 12:54:00,-190.0,42424,2022-01-30 11:07:00,-191.0,42424,2022-01-30 11:07:00,-191.0,42493,2022-01-30 12:16:00,-20.0,42493,2022-01-30 12:16:00,-20.0,42673,2022-01-30 15:16:00,-192.0
266,42673,2022-01-30 15:16:00,-192.0,42564,2022-01-30 13:27:00,-191.0,42564,2022-01-30 13:27:00,-191.0,42634,2022-01-30 14:37:00,-19.0,42634,2022-01-30 14:37:00,-19.0,42808,2022-01-30 17:31:00,-193.0
267,42808,2022-01-30 17:31:00,-193.0,42699,2022-01-30 15:42:00,-193.0,42699,2022-01-30 15:42:00,-193.0,42769,2022-01-30 16:52:00,-20.0,42769,2022-01-30 16:52:00,-20.0,42952,2022-01-30 19:55:00,-191.0
268,42952,2022-01-30 19:55:00,-191.0,42844,2022-01-30 18:07:00,-192.0,42844,2022-01-30 18:07:00,-192.0,42913,2022-01-30 19:16:00,-21.0,42913,2022-01-30 19:16:00,-21.0,43162,2022-01-30 23:25:00,-192.0
269,43162,2022-01-30 23:25:00,-192.0,42994,2022-01-30 20:37:00,-191.0,42994,2022-01-30 20:37:00,-191.0,43066,2022-01-30 21:49:00,-13.0,43066,2022-01-30 21:49:00,-13.0,43325,2022-01-31 02:08:00,-189.0
270,43325,2022-01-31 02:08:00,-189.0,43219,2022-01-31 00:22:00,-191.0,43219,2022-01-31 00:22:00,-191.0,43287,2022-01-31 01:30:00,-21.0,43287,2022-01-31 01:30:00,-21.0,43460,2022-01-31 04:23:00,-190.0
271,43460,2022-01-31 04:23:00,-190.0,43354,2022-01-31 02:37:00,-188.0,43354,2022-01-31 02:37:00,-188.0,43422,2022-01-31 03:45:00,-21.0,43422,2022-01-31 03:45:00,-21.0,43592,2022-01-31 06:35:00,-192.0
272,43592,2022-01-31 06:35:00,-192.0,43484,2022-01-31 04:47:00,-190.0,43484,2022-01-31 04:47:00,-190.0,43554,2022-01-31 05:57:00,-18.0,43554,2022-01-31 05:57:00,-18.0,43802,2022-01-31 10:05:00,-190.0
273,43802,2022-01-31 10:05:00,-190.0,43634,2022-01-31 07:17:00,-192.0,43634,2022-01-31 07:17:00,-192.0,43706,2022-01-31 08:29:00,-14.0,43706,2022-01-31 08:29:00,-14.0,43970,2022-01-31 12:53:00,-190.0
274,43970,2022-01-31 12:53:00,-190.0,43864,2022-01-31 11:07:00,-191.0,43864,2022-01-31 11:07:00,-191.0,43932,2022-01-31 12:15:00,-23.0,43932,2022-01-31 12:15:00,-23.0,44112,2022-01-31 15:15:00,-191.0
275,44112,2022-01-31 15:15:00,-191.0,44004,2022-01-31 13:27:00,-190.0,44004,2022-01-31 13:27:00,-190.0,44073,2022-01-31 14:36:00,-20.0,44073,2022-01-31 14:36:00,-20.0,44248,2022-01-31 17:31:00,-193.0
276,44248,2022-01-31 17:31:00,-193.0,44139,2022-01-31 15:42:00,-191.0,44139,2022-01-31 15:42:00,-191.0,44209,2022-01-31 16:52:00,-20.0,44209,2022-01-31 16:52:00,-20.0,44393,2022-01-31 19:56:00,-193.0
277,44393,2022-01-31 19:56:00,-193.0,44284,2022-01-31 18:07:00,-193.0,44284,2022-01-31 18:07:00,-193.0,44354,2022-01-31 19:17:00,-20.0,44354,2022-01-31 19:17:00,-20.0,44609,2022-01-31 23:32:00,-193.0
278,44609,2022-01-31 23:32:00,-193.0,44434,2022-01-31 20:37:00,-194.0,44434,2022-01-31 20:37:00,-194.0,44507,2022-01-31 21:50:00,-15.0,44507,2022-01-31 21:50:00,-15.0,44609,2022-01-31 23:32:00,-193.0
