,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0,2022-01-01 00:00:00,-191.0,22,2022-01-01 00:22:00,-191.0,22,2022-01-01 00:22:00,-191.0,92,2022-01-01 01:32:00,-19.0,92,2022-01-01 01:32:00,-19.0,131,2022-01-01 02:11:00,-194.0
1,131,2022-01-01 02:11:00,-194.0,157,2022-01-01 02:37:00,-194.0,157,2022-01-01 02:37:00,-194.0,195,2022-01-01 03:15:00,-105.0,195,2022-01-01 03:15:00,-105.0,218,2022-01-01 03:38:00,-196.0
2,218,2022-01-01 03:38:00,-196.0,287,2022-01-01 04:47:00,-196.0,287,2022-01-01 04:47:00,-196.0,357,2022-01-01 05:57:00,-24.0,357,2022-01-01 05:57:00,-24.0,396,2022-01-01 06:36:00,-196.0
3,396,2022-01-01 06:36:00,-196.0,437,2022-01-01 07:17:00,-194.0,437,2022-01-01 07:17:00,-194.0,510,2022-01-01 08:30:00,-12.0,510,2022-01-01 08:30:00,-12.0,612,2022-01-01 10:12:00,-192.0
4,612,2022-01-01 10:12:00,-192.0,667,2022-01-01 11:07:00,-193.0,667,2022-01-01 11:07:00,-193.0,737,2022-01-01 12:17:00,-23.0,737,2022-01-01 12:17:00,-23.0,776,2022-01-01 12:56:00,-198.0
5,776,2022-01-01 12:56:00,-198.0,807,2022-01-01 13:27:00,-199.0,807,2022-01-01 13:27:00,-199.0,877,2022-01-01 14:37:00,-29.0,877,2022-01-01 14:37:00,-29.0,916,2022-01-01 15:16:00,-203.0
6,916,2022-01-01 15:16:00,-203.0,942,2022-01-01 15:42:00,-203.0,942,2022-01-01 15:42:00,-203.0,962,2022-01-01 16:02:00,-163.0,962,2022-01-01 16:02:00,-163.0,976,2022-01-01 16:16:00,-202.0
7,976,2022-01-01 16:16:00,-202.0,1087,2022-01-01 18:07:00,-197.0,1087,2022-01-01 18:07:00,-197.0,1157,2022-01-01 19:17:00,-21.0,1157,2022-01-01 19:17:00,-21.0,1196,2022-01-01 19:56:00,-192.0
8,1196,2022-01-01 19:56:00,-192.0,1237,2022-01-01 20:37:00,-191.0,1237,2022-01-01 20:37:00,-191.0,1309,2022-01-01 21:49:00,-12.0,1309,2022-01-01 21:49:00,-12.0,1405,2022-01-01 23:25:00,-191.0
9,1405,2022-01-01 23:25:00,-191.0,1462,2022-01-02 00:22:00,-192.0,1462,2022-01-02 00:22:00,-192.0,1532,2022-01-02 01:32:00,-19.0,1532,2022-01-02 01:32:00,-19.0,1571,2022-01-02 02:11:00,-194.0
10,1571,2022-01-02 02:11:00,-194.0,1597,2022-01-02 02:37:00,-195.0,1597,2022-01-02 02:37:00,-195.0,1667,2022-01-02 03:47:00,-26.0,1667,2022-01-02 03:47:00,-26.0,1706,2022-01-02 04:26:00,-201.0
11,1706,2022-01-02 04:26:00,-201.0,1727,2022-01-02 04:47:00,-201.0,1727,2022-01-02 04:47:00,-201.0,1797,2022-01-02 05:57:00,-26.0,1797,2022-01-02 05:57:00,-26.0,1836,2022-01-02 06:36:00,-198.0
12,1836,2022-01-02 06:36:00,-198.0,1876,2022-01-02 07:16:00,-195.0,1876,2022-01-02 07:16:00,-195.0,1950,2022-01-02 08:30:00,-13.0,1950,2022-01-02 08:30:00,-13.0,2052,2022-01-02 10:12:00,-191.0
13,2052,2022-01-02 10:12:00,-191.0,2107,2022-01-02 11:07:00,-191.0,2107,2022-01-02 11:07:00,-191.0,2176,2022-01-02 12:16:00,-20.0,2176,2022-01-02 12:16:00,-20.0,2215,2022-01-02 12:55:00,-192.0
14,2215,2022-01-02 12:55:00,-192.0,2247,2022-01-02 13:27:00,-193.0,2247,2022-01-02 13:27:00,-193.0,2317,2022-01-02 14:37:00,-22.0,2317,2022-01-02 14:37:00,-22.0,2356,2022-01-02 15:16:00,-196.0
15,2356,2022-01-02 15:16:00,-196.0,2382,2022-01-02 15:42:00,-196.0,2382,2022-01-02 15:42:00,-196.0,2450,2022-01-02 16:50:00,-31.0,2450,2022-01-02 16:50:00,-31.0,2488,2022-01-02 17:28:00,-200.0
16,2488,2022-01-02 17:28:00,-200.0,2527,2022-01-02 18:07:00,-199.0,2527,2022-01-02 18:07:00,-199.0,2596,2022-01-02 19:16:00,-26.0,2596,2022-01-02 19:16:00,-26.0,2634,2022-01-02 19:54:00,-195.0
17,2634,2022-01-02 19:54:00,-195.0,2676,2022-01-02 20:36:00,-193.0,2676,2022-01-02 20:36:00,-193.0,2747,2022-01-02 21:47:00,-18.0,2747,2022-01-02 21:47:00,-18.0,2842,2022-01-02 23:22:00,-190.0
18,2842,2022-01-02 23:22:00,-190.0,2902,2022-01-03 00:22:00,-190.0,2902,2022-01-03 00:22:00,-190.0,2963,2022-01-03 01:23:00,-39.0,2963,2022-01-03 01:23:00,-39.0,2998,2022-01-03 01:58:00,-190.0
19,2998,2022-01-03 01:58:00,-190.0,3037,2022-01-03 02:37:00,-191.0,3037,2022-01-03 02:37:00,-191.0,3103,2022-01-03 03:43:00,-31.0,3103,2022-01-03 03:43:00,-31.0,3139,2022-01-03 04:19:00,-195.0
20,3139,2022-01-03 04:19:00,-195.0,3167,2022-01-03 04:47:00,-196.0,3167,2022-01-03 04:47:00,-196.0,3232,2022-01-03 05:52:00,-38.0,3232,2022-01-03 05:52:00,-38.0,3269,2022-01-03 06:29:00,-199.0
21,3269,2022-01-03 06:29:00,-199.0,3317,2022-01-03 07:17:00,-199.0,3317,2022-01-03 07:17:00,-199.0,3384,2022-01-03 08:24:00,-34.0,3384,2022-01-03 08:24:00,-34.0,3472,2022-01-03 09:52:00,-193.0
22,3472,2022-01-03 09:52:00,-193.0,3547,2022-01-03 11:07:00,-192.0,3547,2022-01-03 11:07:00,-192.0,3611,2022-01-03 12:11:00,-34.0,3611,2022-01-03 12:11:00,-34.0,3647,2022-01-03 12:47:00,-192.0
23,3647,2022-01-03 12:47:00,-192.0,3687,2022-01-03 13:27:00,-194.0,3687,2022-01-03 13:27:00,-194.0,3747,2022-01-03 14:27:00,-48.0,3747,2022-01-03 14:27:00,-48.0,3782,2022-01-03 15:02:00,-197.0
24,3782,2022-01-03 15:02:00,-197.0,3822,2022-01-03 15:42:00,-200.0,3822,2022-01-03 15:42:00,-200.0,3836,2022-01-03 15:56:00,-177.0,3836,2022-01-03 15:56:00,-177.0,3847,2022-01-03 16:07:00,-202.0
25,3847,2022-01-03 16:07:00,-202.0,3967,2022-01-03 18:07:00,-207.0,3967,2022-01-03 18:07:00,-207.0,3984,2022-01-03 18:24:00,-175.0,3984,2022-01-03 18:24:00,-175.0,3996,2022-01-03 18:36:00,-207.0
26,3996,2022-01-03 18:36:00,-207.0,4117,2022-01-03 20:37:00,-197.0,4117,2022-01-03 20:37:00,-197.0,4178,2022-01-03 21:41:00,-36.0,4178,2022-01-03 21:41:00,-36.0,4261,2022-01-03 23:04:00,-191.0
27,4261,2022-01-03 23:04:00,-191.0,4339,2022-01-04 00:22:00,-190.0,4339,2022-01-04 00:22:00,-190.0,4403,2022-01-04 01:26:00,-34.0,4403,2022-01-04 01:26:00,-34.0,4439,2022-01-04 02:02:00,-191.0
28,4439,2022-01-04 02:02:00,-191.0,4474,2022-01-04 02:37:00,-191.0,4474,2022-01-04 02:37:00,-191.0,4503,2022-01-04 03:06:00,-126.0,4503,2022-01-04 03:06:00,-126.0,4521,2022-01-04 03:24:00,-192.0
29,4521,2022-01-04 03:24:00,-192.0,4604,2022-01-04 04:47:00,-196.0,4604,2022-01-04 04:47:00,-196.0,4615,2022-01-04 04:58:00,-182.0,4615,2022-01-04 04:58:00,-182.0,4626,2022-01-04 05:09:00,-198.0
30,4626,2022-01-04 05:09:00,-198.0,4754,2022-01-04 07:17:00,-204.0,4754,2022-01-04 07:17:00,-204.0,4765,2022-01-04 07:28:00,-189.0,4765,2022-01-04 07:28:00,-189.0,5087,2022-01-04 12:50:00,-189.0
31,5087,2022-01-04 12:50:00,-189.0,4984,2022-01-04 11:07:00,-193.0,4984,2022-01-04 11:07:00,-193.0,5051,2022-01-04 12:14:00,-26.0,5051,2022-01-04 12:14:00,-26.0,5224,2022-01-04 15:07:00,-190.0
32,5224,2022-01-04 15:07:00,-190.0,5124,2022-01-04 13:27:00,-190.0,5124,2022-01-04 13:27:00,-190.0,5188,2022-01-04 14:31:00,-32.0,5188,2022-01-04 14:31:00,-32.0,5363,2022-01-04 17:26:00,-193.0
33,5363,2022-01-04 17:26:00,-193.0,5259,2022-01-04 15:42:00,-191.0,5259,2022-01-04 15:42:00,-191.0,5326,2022-01-04 16:49:00,-27.0,5326,2022-01-04 16:49:00,-27.0,5513,2022-01-04 19:56:00,-198.0
34,5513,2022-01-04 19:56:00,-198.0,5404,2022-01-04 18:07:00,-195.0,5404,2022-01-04 18:07:00,-195.0,5474,2022-01-04 19:17:00,-25.0,5474,2022-01-04 19:17:00,-25.0,5720,2022-01-04 23:23:00,-191.0
35,5720,2022-01-04 23:23:00,-191.0,5553,2022-01-04 20:36:00,-197.0,5553,2022-01-04 20:36:00,-197.0,5624,2022-01-04 21:47:00,-21.0,5624,2022-01-04 21:47:00,-21.0,5885,2022-01-05 02:08:00,-190.0
36,5885,2022-01-05 02:08:00,-190.0,5779,2022-01-05 00:22:00,-191.0,5779,2022-01-05 00:22:00,-191.0,5847,2022-01-05 01:30:00,-23.0,5847,2022-01-05 01:30:00,-23.0,6020,2022-01-05 04:23:00,-189.0
37,6020,2022-01-05 04:23:00,-189.0,5914,2022-01-05 02:37:00,-191.0,5914,2022-01-05 02:37:00,-191.0,5982,2022-01-05 03:45:00,-22.0,5982,2022-01-05 03:45:00,-22.0,6130,2022-01-05 06:13:00,-191.0
38,6130,2022-01-05 06:13:00,-191.0,6044,2022-01-05 04:47:00,-189.0,6044,2022-01-05 04:47:00,-189.0,6099,2022-01-05 05:42:00,-56.0,6099,2022-01-05 05:42:00,-56.0,6264,2022-01-05 08:27:00,-196.0
39,6264,2022-01-05 08:27:00,-196.0,6194,2022-01-05 07:17:00,-194.0,6194,2022-01-05 07:17:00,-194.0,6231,2022-01-05 07:54:00,-109.0,6231,2022-01-05 07:54:00,-109.0,6533,2022-01-05 12:56:00,-193.0
40,6533,2022-01-05 12:56:00,-193.0,6423,2022-01-05 11:06:00,-194.0,6423,2022-01-05 11:06:00,-194.0,6494,2022-01-05 12:17:00,-21.0,6494,2022-01-05 12:17:00,-21.0,6673,2022-01-05 15:16:00,-193.0
41,6673,2022-01-05 15:16:00,-193.0,6564,2022-01-05 13:27:00,-193.0,6564,2022-01-05 13:27:00,-193.0,6634,2022-01-05 14:37:00,-20.0,6634,2022-01-05 14:37:00,-20.0,6778,2022-01-05 17:01:00,-193.0
42,6778,2022-01-05 17:01:00,-193.0,6699,2022-01-05 15:42:00,-192.0,6699,2022-01-05 15:42:00,-192.0,6749,2022-01-05 16:32:00,-71.0,6749,2022-01-05 16:32:00,-71.0,6953,2022-01-05 19:56:00,-198.0
43,6953,2022-01-05 19:56:00,-198.0,6844,2022-01-05 18:07:00,-194.0,6844,2022-01-05 18:07:00,-194.0,6914,2022-01-05 19:17:00,-24.0,6914,2022-01-05 19:17:00,-24.0,7169,2022-01-05 23:32:00,-192.0
44,7169,2022-01-05 23:32:00,-192.0,6994,2022-01-05 20:37:00,-198.0,6994,2022-01-05 20:37:00,-198.0,7067,2022-01-05 21:50:00,-16.0,7067,2022-01-05 21:50:00,-16.0,7328,2022-01-06 02:11:00,-192.0
45,7328,2022-01-06 02:11:00,-192.0,7219,2022-01-06 00:22:00,-192.0,7219,2022-01-06 00:22:00,-192.0,7289,2022-01-06 01:32:00,-19.0,7289,2022-01-06 01:32:00,-19.0,7462,2022-01-06 04:25:00,-190.0
46,7462,2022-01-06 04:25:00,-190.0,7354,2022-01-06 02:37:00,-191.0,7354,2022-01-06 02:37:00,-191.0,7423,2022-01-06 03:46:00,-21.0,7423,2022-01-06 03:46:00,-21.0,7592,2022-01-06 06:35:00,-190.0
47,7592,2022-01-06 06:35:00,-190.0,7484,2022-01-06 04:47:00,-189.0,7484,2022-01-06 04:47:00,-189.0,7553,2022-01-06 05:56:00,-19.0,7553,2022-01-06 05:56:00,-19.0,7809,2022-01-06 10:12:00,-195.0
48,7809,2022-01-06 10:12:00,-195.0,7634,2022-01-06 07:17:00,-191.0,7634,2022-01-06 07:17:00,-191.0,7707,2022-01-06 08:30:00,-13.0,7707,2022-01-06 08:30:00,-13.0,7973,2022-01-06 12:56:00,-192.0
49,7973,2022-01-06 12:56:00,-192.0,7864,2022-01-06 11:07:00,-194.0,7864,2022-01-06 11:07:00,-194.0,7934,2022-01-06 12:17:00,-20.0,7934,2022-01-06 12:17:00,-20.0,8111,2022-01-06 15:14:00,-190.0
50,8111,2022-01-06 15:14:00,-190.0,8004,2022-01-06 13:27:00,-191.0,8004,2022-01-06 13:27:00,-191.0,8073,2022-01-06 14:36:00,-20.0,8073,2022-01-06 14:36:00,-20.0,8246,2022-01-06 17:29:00,-191.0
51,8246,2022-01-06 17:29:00,-191.0,8139,2022-01-06 15:42:00,-191.0,8139,2022-01-06 15:42:00,-191.0,8208,2022-01-06 16:51:00,-20.0,8208,2022-01-06 16:51:00,-20.0,8393,2022-01-06 19:56:00,-194.0
52,8393,2022-01-06 19:56:00,-194.0,8284,2022-01-06 18:07:00,-191.0,8284,2022-01-06 18:07:00,-191.0,8354,2022-01-06 19:17:00,-20.0,8354,2022-01-06 19:17:00,-20.0,8609,2022-01-06 23:32:00,-192.0
53,8609,2022-01-06 23:32:00,-192.0,8434,2022-01-06 20:37:00,-196.0,8434,2022-01-06 20:37:00,-196.0,8507,2022-01-06 21:50:00,-16.0,8507,2022-01-06 21:50:00,-16.0,8767,2022-01-07 02:10:00,-190.0
54,8767,2022-01-07 02:10:00,-190.0,8659,2022-01-07 00:22:00,-191.0,8659,2022-01-07 00:22:00,-191.0,8728,2022-01-07 01:31:00,-19.0,8728,2022-01-07 01:31:00,-19.0,8900,2022-01-07 04:23:00,-189.0
55,8900,2022-01-07 04:23:00,-189.0,8794,2022-01-07 02:37:00,-189.0,8794,2022-01-07 02:37:00,-189.0,8862,2022-01-07 03:45:00,-21.0,8862,2022-01-07 03:45:00,-21.0,9026,2022-01-07 06:29:00,-190.0
56,9026,2022-01-07 06:29:00,-190.0,8924,2022-01-07 04:47:00,-189.0,8924,2022-01-07 04:47:00,-189.0,8989,2022-01-07 05:52:00,-29.0,8989,2022-01-07 05:52:00,-29.0,9097,2022-01-07 07:40:00,-192.0
57,9097,2022-01-07 07:40:00,-192.0,9074,2022-01-07 07:17:00,-191.0,9074,2022-01-07 07:17:00,-191.0,9086,2022-01-07 07:29:00,-174.0,9086,2022-01-07 07:29:00,-174.0,9330,2022-01-07 11:33:00,-198.0
58,9330,2022-01-07 11:33:00,-198.0,9304,2022-01-07 11:07:00,-199.0,9304,2022-01-07 11:07:00,-199.0,9318,2022-01-07 11:21:00,-175.0,9318,2022-01-07 11:21:00,-175.0,9551,2022-01-07 15:14:00,-191.0
59,9551,2022-01-07 15:14:00,-191.0,9444,2022-01-07 13:27:00,-193.0,9444,2022-01-07 13:27:00,-193.0,9513,2022-01-07 14:36:00,-21.0,9513,2022-01-07 14:36:00,-21.0,9686,2022-01-07 17:29:00,-191.0
60,9686,2022-01-07 17:29:00,-191.0,9579,2022-01-07 15:42:00,-192.0,9579,2022-01-07 15:42:00,-192.0,9648,2022-01-07 16:51:00,-21.0,9648,2022-01-07 16:51:00,-21.0,9814,2022-01-07 19:37:00,-193.0
61,9814,2022-01-07 19:37:00,-193.0,9724,2022-01-07 18:07:00,-192.0,9724,2022-01-07 18:07:00,-192.0,9782,2022-01-07 19:05:00,-50.0,9782,2022-01-07 19:05:00,-50.0,10031,2022-01-07 23:14:00,-193.0
62,10031,2022-01-07 23:14:00,-193.0,9874,2022-01-07 20:37:00,-195.0,9874,2022-01-07 20:37:00,-195.0,9942,2022-01-07 21:45:00,-28.0,9942,2022-01-07 21:45:00,-28.0,10198,2022-01-08 02:01:00,-192.0
63,10198,2022-01-08 02:01:00,-192.0,10099,2022-01-08 00:22:00,-192.0,10099,2022-01-08 00:22:00,-192.0,10163,2022-01-08 01:26:00,-34.0,10163,2022-01-08 01:26:00,-34.0,10336,2022-01-08 04:19:00,-192.0
64,10336,2022-01-08 04:19:00,-192.0,10234,2022-01-08 02:37:00,-192.0,10234,2022-01-08 02:37:00,-192.0,10300,2022-01-08 03:43:00,-30.0,10300,2022-01-08 03:43:00,-30.0,10470,2022-01-08 06:33:00,-191.0
65,10470,2022-01-08 06:33:00,-191.0,10364,2022-01-08 04:47:00,-192.0,10364,2022-01-08 04:47:00,-192.0,10432,2022-01-08 05:55:00,-24.0,10432,2022-01-08 05:55:00,-24.0,10688,2022-01-08 10:11:00,-195.0
66,10688,2022-01-08 10:11:00,-195.0,10514,2022-01-08 07:17:00,-191.0,10514,2022-01-08 07:17:00,-191.0,10586,2022-01-08 08:29:00,-14.0,10586,2022-01-08 08:29:00,-14.0,10853,2022-01-08 12:56:00,-192.0
67,10853,2022-01-08 12:56:00,-192.0,10744,2022-01-08 11:07:00,-195.0,10744,2022-01-08 11:07:00,-195.0,10814,2022-01-08 12:17:00,-21.0,10814,2022-01-08 12:17:00,-21.0,10992,2022-01-08 15:15:00,-191.0
68,10992,2022-01-08 15:15:00,-191.0,10884,2022-01-08 13:27:00,-192.0,10884,2022-01-08 13:27:00,-192.0,10953,2022-01-08 14:36:00,-22.0,10953,2022-01-08 14:36:00,-22.0,11127,2022-01-08 17:30:00,-192.0
69,11127,2022-01-08 17:30:00,-192.0,11019,2022-01-08 15:42:00,-191.0,11019,2022-01-08 15:42:00,-191.0,11089,2022-01-08 16:52:00,-20.0,11089,2022-01-08 16:52:00,-20.0,11272,2022-01-08 19:55:00,-193.0
70,11272,2022-01-08 19:55:00,-193.0,11164,2022-01-08 18:07:00,-192.0,11164,2022-01-08 18:07:00,-192.0,11234,2022-01-08 19:17:00,-20.0,11234,2022-01-08 19:17:00,-20.0,11489,2022-01-08 23:32:00,-193.0
71,11489,2022-01-08 23:32:00,-193.0,11314,2022-01-08 20:37:00,-194.0,11314,2022-01-08 20:37:00,-194.0,11387,2022-01-08 21:50:00,-14.0,11387,2022-01-08 21:50:00,-14.0,11646,2022-01-09 02:09:00,-189.0
72,11646,2022-01-09 02:09:00,-189.0,11539,2022-01-09 00:22:00,-192.0,11539,2022-01-09 00:22:00,-192.0,11608,2022-01-09 01:31:00,-21.0,11608,2022-01-09 01:31:00,-21.0,11781,2022-01-09 04:24:00,-190.0
73,11781,2022-01-09 04:24:00,-190.0,11674,2022-01-09 02:37:00,-190.0,11674,2022-01-09 02:37:00,-190.0,11743,2022-01-09 03:46:00,-19.0,11743,2022-01-09 03:46:00,-19.0,11912,2022-01-09 06:35:00,-189.0
74,11912,2022-01-09 06:35:00,-189.0,11804,2022-01-09 04:47:00,-190.0,11804,2022-01-09 04:47:00,-190.0,11873,2022-01-09 05:56:00,-19.0,11873,2022-01-09 05:56:00,-19.0,12123,2022-01-09 10:06:00,-191.0
75,12123,2022-01-09 10:06:00,-191.0,11954,2022-01-09 07:17:00,-189.0,11954,2022-01-09 07:17:00,-189.0,12027,2022-01-09 08:30:00,-10.0,12027,2022-01-09 08:30:00,-10.0,12293,2022-01-09 12:56:00,-194.0
76,12293,2022-01-09 12:56:00,-194.0,12184,2022-01-09 11:07:00,-192.0,12184,2022-01-09 11:07:00,-192.0,12254,2022-01-09 12:17:00,-21.0,12254,2022-01-09 12:17:00,-21.0,12433,2022-01-09 15:16:00,-192.0
77,12433,2022-01-09 15:16:00,-192.0,12324,2022-01-09 13:27:00,-194.0,12324,2022-01-09 13:27:00,-194.0,12394,2022-01-09 14:37:00,-20.0,12394,2022-01-09 14:37:00,-20.0,12568,2022-01-09 17:31:00,-191.0
78,12568,2022-01-09 17:31:00,-191.0,12459,2022-01-09 15:42:00,-192.0,12459,2022-01-09 15:42:00,-192.0,12529,2022-01-09 16:52:00,-18.0,12529,2022-01-09 16:52:00,-18.0,12712,2022-01-09 19:55:00,-190.0
79,12712,2022-01-09 19:55:00,-190.0,12604,2022-01-09 18:07:00,-190.0,12604,2022-01-09 18:07:00,-190.0,12673,2022-01-09 19:16:00,-19.0,12673,2022-01-09 19:16:00,-19.0,12923,2022-01-09 23:26:00,-191.0
80,12923,2022-01-09 23:26:00,-191.0,12754,2022-01-09 20:37:00,-190.0,12754,2022-01-09 20:37:00,-190.0,12826,2022-01-09 21:49:00,-12.0,12826,2022-01-09 21:49:00,-12.0,13088,2022-01-10 02:11:00,-191.0
81,13088,2022-01-10 02:11:00,-191.0,12979,2022-01-10 00:22:00,-191.0,12979,2022-01-10 00:22:00,-191.0,13049,2022-01-10 01:32:00,-18.0,13049,2022-01-10 01:32:00,-18.0,13222,2022-01-10 04:25:00,-191.0
82,13222,2022-01-10 04:25:00,-191.0,13114,2022-01-10 02:37:00,-190.0,13114,2022-01-10 02:37:00,-190.0,13184,2022-01-10 03:47:00,-18.0,13184,2022-01-10 03:47:00,-18.0,13352,2022-01-10 06:35:00,-190.0
83,13352,2022-01-10 06:35:00,-190.0,13244,2022-01-10 04:47:00,-191.0,13244,2022-01-10 04:47:00,-191.0,13314,2022-01-10 05:57:00,-18.0,13314,2022-01-10 05:57:00,-18.0,13568,2022-01-10 10:11:00,-192.0
84,13568,2022-01-10 10:11:00,-192.0,13394,2022-01-10 07:17:00,-191.0,13394,2022-01-10 07:17:00,-191.0,13467,2022-01-10 08:30:00,-11.0,13467,2022-01-10 08:30:00,-11.0,13732,2022-01-10 12:55:00,-193.0
85,13732,2022-01-10 12:55:00,-193.0,13624,2022-01-10 11:07:00,-193.0,13624,2022-01-10 11:07:00,-193.0,13694,2022-01-10 12:17:00,-21.0,13694,2022-01-10 12:17:00,-21.0,13872,2022-01-10 15:15:00,-192.0
86,13872,2022-01-10 15:15:00,-192.0,13764,2022-01-10 13:27:00,-193.0,13764,2022-01-10 13:27:00,-193.0,13833,2022-01-10 14:36:00,-22.0,13833,2022-01-10 14:36:00,-22.0,14002,2022-01-10 17:25:00,-191.0
87,14002,2022-01-10 17:25:00,-191.0,13899,2022-01-10 15:42:00,-191.0,13899,2022-01-10 15:42:00,-191.0,13965,2022-01-10 16:48:00,-28.0,13965,2022-01-10 16:48:00,-28.0,14147,2022-01-10 19:50:00,-191.0
88,14147,2022-01-10 19:50:00,-191.0,14044,2022-01-10 18:07:00,-191.0,14044,2022-01-10 18:07:00,-191.0,14110,2022-01-10 19:13:00,-28.0,14110,2022-01-10 19:13:00,-28.0,14361,2022-01-10 23:24:00,-191.0
89,14361,2022-01-10 23:24:00,-191.0,14194,2022-01-10 20:37:00,-191.0,14194,2022-01-10 20:37:00,-191.0,14265,2022-01-10 21:48:00,-15.0,14265,2022-01-10 21:48:00,-15.0,14527,2022-01-11 02:10:00,-191.0
90,14527,2022-01-11 02:10:00,-191.0,14419,2022-01-11 00:22:00,-191.0,14419,2022-01-11 00:22:00,-191.0,14489,2022-01-11 01:32:00,-19.0,14489,2022-01-11 01:32:00,-19.0,14662,2022-01-11 04:25:00,-191.0
91,14662,2022-01-11 04:25:00,-191.0,14554,2022-01-11 02:37:00,-191.0,14554,2022-01-11 02:37:00,-191.0,14623,2022-01-11 03:46:00,-21.0,14623,2022-01-11 03:46:00,-21.0,14790,2022-01-11 06:33:00,-190.0
92,14790,2022-01-11 06:33:00,-190.0,14684,2022-01-11 04:47:00,-190.0,14684,2022-01-11 04:47:00,-190.0,14752,2022-01-11 05:55:00,-22.0,14752,2022-01-11 05:55:00,-22.0,15001,2022-01-11 10:04:00,-190.0
93,15001,2022-01-11 10:04:00,-190.0,14834,2022-01-11 07:17:00,-190.0,14834,2022-01-11 07:17:00,-190.0,14905,2022-01-11 08:28:00,-15.0,14905,2022-01-11 08:28:00,-15.0,15167,2022-01-11 12:50:00,-193.0
94,15167,2022-01-11 12:50:00,-193.0,15064,2022-01-11 11:07:00,-191.0,15064,2022-01-11 11:07:00,-191.0,15130,2022-01-11 12:13:00,-30.0,15130,2022-01-11 12:13:00,-30.0,15304,2022-01-11 15:07:00,-192.0
95,15304,2022-01-11 15:07:00,-192.0,15204,2022-01-11 13:27:00,-193.0,15204,2022-01-11 13:27:00,-193.0,15268,2022-01-11 14:31:00,-35.0,15268,2022-01-11 14:31:00,-35.0,15439,2022-01-11 17:22:00,-192.0
96,15439,2022-01-11 17:22:00,-192.0,15339,2022-01-11 15:42:00,-193.0,15339,2022-01-11 15:42:00,-193.0,15403,2022-01-11 16:46:00,-35.0,15403,2022-01-11 16:46:00,-35.0,15583,2022-01-11 19:46:00,-190.0
97,15583,2022-01-11 19:46:00,-190.0,15484,2022-01-11 18:07:00,-192.0,15484,2022-01-11 18:07:00,-192.0,15547,2022-01-11 19:10:00,-35.0,15547,2022-01-11 19:10:00,-35.0,15790,2022-01-11 23:13:00,-189.0
98,15790,2022-01-11 23:13:00,-189.0,15634,2022-01-11 20:37:00,-190.0,15634,2022-01-11 20:37:00,-190.0,15701,2022-01-11 21:44:00,-24.0,15701,2022-01-11 21:44:00,-24.0,15964,2022-01-12 02:07:00,-191.0
99,15964,2022-01-12 02:07:00,-191.0,15859,2022-01-12 00:22:00,-190.0,15859,2022-01-12 00:22:00,-190.0,15927,2022-01-12 01:30:00,-23.0,15927,2022-01-12 01:30:00,-23.0,16098,2022-01-12 04:21:00,-191.0
100,16098,2022-01-12 04:21:00,-191.0,15994,2022-01-12 02:37:00,-191.0,15994,2022-01-12 02:37:00,-191.0,16061,2022-01-12 03:44:00,-26.0,16061,2022-01-12 03:44:00,-26.0,16226,2022-01-12 06:29:00,-192.0
101,16226,2022-01-12 06:29:00,-192.0,16124,2022-01-12 04:47:00,-191.0,16124,2022-01-12 04:47:00,-191.0,16189,2022-01-12 05:52:00,-31.0,16189,2022-01-12 05:52:00,-31.0,16441,2022-01-12 10:04:00,-192.0
102,16441,2022-01-12 10:04:00,-192.0,16274,2022-01-12 07:17:00,-193.0,16274,2022-01-12 07:17:00,-193.0,16345,2022-01-12 08:28:00,-17.0,16345,2022-01-12 08:28:00,-17.0,16612,2022-01-12 12:55:00,-194.0
103,16612,2022-01-12 12:55:00,-194.0,16504,2022-01-12 11:07:00,-193.0,16504,2022-01-12 11:07:00,-193.0,16573,2022-01-12 12:16:00,-24.0,16573,2022-01-12 12:16:00,-24.0,16753,2022-01-12 15:16:00,-194.0
104,16753,2022-01-12 15:16:00,-194.0,16644,2022-01-12 13:27:00,-195.0,16644,2022-01-12 13:27:00,-195.0,16714,2022-01-12 14:37:00,-22.0,16714,2022-01-12 14:37:00,-22.0,16885,2022-01-12 17:28:00,-191.0
105,16885,2022-01-12 17:28:00,-191.0,16778,2022-01-12 15:41:00,-194.0,16778,2022-01-12 15:41:00,-194.0,16847,2022-01-12 16:50:00,-25.0,16847,2022-01-12 16:50:00,-25.0,17028,2022-01-12 19:51:00,-191.0
106,17028,2022-01-12 19:51:00,-191.0,16924,2022-01-12 18:07:00,-191.0,16924,2022-01-12 18:07:00,-191.0,16991,2022-01-12 19:14:00,-26.0,16991,2022-01-12 19:14:00,-26.0,17232,2022-01-12 23:15:00,-189.0
107,17232,2022-01-12 23:15:00,-189.0,17074,2022-01-12 20:37:00,-191.0,17074,2022-01-12 20:37:00,-191.0,17142,2022-01-12 21:45:00,-22.0,17142,2022-01-12 21:45:00,-22.0,17406,2022-01-13 02:09:00,-191.0
108,17406,2022-01-13 02:09:00,-191.0,17299,2022-01-13 00:22:00,-190.0,17299,2022-01-13 00:22:00,-190.0,17368,2022-01-13 01:31:00,-20.0,17368,2022-01-13 01:31:00,-20.0,17539,2022-01-13 04:22:00,-192.0
