,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
50,7971,2021-04-06 12:51:00,-190.0,8007,2021-04-06 13:27:00,-190.0,8007,2021-04-06 13:27:00,-190.0,8074,2021-04-06 14:34:00,-19.0,8074,2021-04-06 14:34:00,-19.0,8111,2021-04-06 15:11:00,-190.0
51,8111,2021-04-06 15:11:00,-190.0,8142,2021-04-06 15:42:00,-191.0,8142,2021-04-06 15:42:00,-191.0,8209,2021-04-06 16:49:00,-19.0,8209,2021-04-06 16:49:00,-19.0,8246,2021-04-06 17:26:00,-190.0
52,8246,2021-04-06 17:26:00,-190.0,8287,2021-04-06 18:07:00,-190.0,8287,2021-04-06 18:07:00,-190.0,8354,2021-04-06 19:14:00,-18.0,8354,2021-04-06 19:14:00,-18.0,8391,2021-04-06 19:51:00,-190.0
53,8391,2021-04-06 19:51:00,-190.0,8437,2021-04-06 20:37:00,-190.0,8437,2021-04-06 20:37:00,-190.0,8507,2021-04-06 21:47:00,-10.0,8507,2021-04-06 21:47:00,-10.0,8602,2021-04-06 23:22:00,-190.0
54,8602,2021-04-06 23:22:00,-190.0,8662,2021-04-07 00:22:00,-189.0,8662,2021-04-07 00:22:00,-189.0,8729,2021-04-07 01:29:00,-17.0,8729,2021-04-07 01:29:00,-17.0,8766,2021-04-07 02:06:00,-190.0
55,8766,2021-04-07 02:06:00,-190.0,8797,2021-04-07 02:37:00,-190.0,8797,2021-04-07 02:37:00,-190.0,8864,2021-04-07 03:44:00,-19.0,8864,2021-04-07 03:44:00,-19.0,8901,2021-04-07 04:21:00,-190.0
56,8901,2021-04-07 04:21:00,-190.0,8927,2021-04-07 04:47:00,-191.0,8927,2021-04-07 04:47:00,-191.0,8994,2021-04-07 05:54:00,-19.0,8994,2021-04-07 05:54:00,-19.0,9031,2021-04-07 06:31:00,-189.0
57,9031,2021-04-07 06:31:00,-189.0,9077,2021-04-07 07:17:00,-190.0,9077,2021-04-07 07:17:00,-190.0,9147,2021-04-07 08:27:00,-10.0,9147,2021-04-07 08:27:00,-10.0,9242,2021-04-07 10:02:00,-190.0
58,9242,2021-04-07 10:02:00,-190.0,9307,2021-04-07 11:07:00,-190.0,9307,2021-04-07 11:07:00,-190.0,9374,2021-04-07 12:14:00,-18.0,9374,2021-04-07 12:14:00,-18.0,9411,2021-04-07 12:51:00,-190.0
59,9411,2021-04-07 12:51:00,-190.0,9447,2021-04-07 13:27:00,-190.0,9447,2021-04-07 13:27:00,-190.0,9514,2021-04-07 14:34:00,-19.0,9514,2021-04-07 14:34:00,-19.0,9551,2021-04-07 15:11:00,-190.0
60,9551,2021-04-07 15:11:00,-190.0,9582,2021-04-07 15:42:00,-191.0,9582,2021-04-07 15:42:00,-191.0,9649,2021-04-07 16:49:00,-19.0,9649,2021-04-07 16:49:00,-19.0,9687,2021-04-07 17:27:00,-191.0
61,9687,2021-04-07 17:27:00,-191.0,9727,2021-04-07 18:07:00,-190.0,9727,2021-04-07 18:07:00,-190.0,9794,2021-04-07 19:14:00,-18.0,9794,2021-04-07 19:14:00,-18.0,9831,2021-04-07 19:51:00,-190.0
62,9831,2021-04-07 19:51:00,-190.0,9877,2021-04-07 20:37:00,-190.0,9877,2021-04-07 20:37:00,-190.0,9946,2021-04-07 21:46:00,-12.0,9946,2021-04-07 21:46:00,-12.0,10041,2021-04-07 23:21:00,-189.0
63,10041,2021-04-07 23:21:00,-189.0,10102,2021-04-08 00:22:00,-189.0,10102,2021-04-08 00:22:00,-189.0,10169,2021-04-08 01:29:00,-17.0,10169,2021-04-08 01:29:00,-17.0,10206,2021-04-08 02:06:00,-190.0
64,10206,2021-04-08 02:06:00,-190.0,10237,2021-04-08 02:37:00,-190.0,10237,2021-04-08 02:37:00,-190.0,10304,2021-04-08 03:44:00,-19.0,10304,2021-04-08 03:44:00,-19.0,10342,2021-04-08 04:22:00,-191.0
65,10342,2021-04-08 04:22:00,-191.0,10367,2021-04-08 04:47:00,-191.0,10367,2021-04-08 04:47:00,-191.0,10434,2021-04-08 05:54:00,-19.0,10434,2021-04-08 05:54:00,-19.0,10471,2021-04-08 06:31:00,-190.0
66,10471,2021-04-08 06:31:00,-190.0,10517,2021-04-08 07:17:00,-190.0,10517,2021-04-08 07:17:00,-190.0,10587,2021-04-08 08:27:00,-10.0,10587,2021-04-08 08:27:00,-10.0,10682,2021-04-08 10:02:00,-190.0
67,10682,2021-04-08 10:02:00,-190.0,10747,2021-04-08 11:07:00,-189.0,10747,2021-04-08 11:07:00,-189.0,10813,2021-04-08 12:13:00,-20.0,10813,2021-04-08 12:13:00,-20.0,10850,2021-04-08 12:50:00,-189.0
68,10850,2021-04-08 12:50:00,-189.0,10887,2021-04-08 13:27:00,-189.0,10887,2021-04-08 13:27:00,-189.0,10954,2021-04-08 14:34:00,-18.0,10954,2021-04-08 14:34:00,-18.0,10991,2021-04-08 15:11:00,-190.0
69,10991,2021-04-08 15:11:00,-190.0,11022,2021-04-08 15:42:00,-191.0,11022,2021-04-08 15:42:00,-191.0,11089,2021-04-08 16:49:00,-19.0,11089,2021-04-08 16:49:00,-19.0,11126,2021-04-08 17:26:00,-190.0
70,11126,2021-04-08 17:26:00,-190.0,11167,2021-04-08 18:07:00,-191.0,11167,2021-04-08 18:07:00,-191.0,11234,2021-04-08 19:14:00,-18.0,11234,2021-04-08 19:14:00,-18.0,11271,2021-04-08 19:51:00,-190.0
71,11271,2021-04-08 19:51:00,-190.0,11317,2021-04-08 20:37:00,-190.0,11317,2021-04-08 20:37:00,-190.0,11387,2021-04-08 21:47:00,-10.0,11387,2021-04-08 21:47:00,-10.0,11481,2021-04-08 23:21:00,-188.0
72,11481,2021-04-08 23:21:00,-188.0,11542,2021-04-09 00:22:00,-189.0,11542,2021-04-09 00:22:00,-189.0,11608,2021-04-09 01:28:00,-20.0,11608,2021-04-09 01:28:00,-20.0,11645,2021-04-09 02:05:00,-188.0
73,11645,2021-04-09 02:05:00,-188.0,11677,2021-04-09 02:37:00,-189.0,11677,2021-04-09 02:37:00,-189.0,11744,2021-04-09 03:44:00,-19.0,11744,2021-04-09 03:44:00,-19.0,11781,2021-04-09 04:21:00,-191.0
74,11781,2021-04-09 04:21:00,-191.0,11807,2021-04-09 04:47:00,-191.0,11807,2021-04-09 04:47:00,-191.0,11874,2021-04-09 05:54:00,-19.0,11874,2021-04-09 05:54:00,-19.0,11912,2021-04-09 06:32:00,-191.0
75,11912,2021-04-09 06:32:00,-191.0,11957,2021-04-09 07:17:00,-191.0,11957,2021-04-09 07:17:00,-191.0,12027,2021-04-09 08:27:00,-11.0,12027,2021-04-09 08:27:00,-11.0,12122,2021-04-09 10:02:00,-190.0
76,12122,2021-04-09 10:02:00,-190.0,12187,2021-04-09 11:07:00,-189.0,12187,2021-04-09 11:07:00,-189.0,12254,2021-04-09 12:14:00,-17.0,12254,2021-04-09 12:14:00,-17.0,12291,2021-04-09 12:51:00,-189.0
77,12291,2021-04-09 12:51:00,-189.0,12327,2021-04-09 13:27:00,-189.0,12327,2021-04-09 13:27:00,-189.0,12393,2021-04-09 14:33:00,-20.0,12393,2021-04-09 14:33:00,-20.0,12431,2021-04-09 15:11:00,-190.0
78,12431,2021-04-09 15:11:00,-190.0,12462,2021-04-09 15:42:00,-190.0,12462,2021-04-09 15:42:00,-190.0,12529,2021-04-09 16:49:00,-19.0,12529,2021-04-09 16:49:00,-19.0,12567,2021-04-09 17:27:00,-191.0
79,12567,2021-04-09 17:27:00,-191.0,12607,2021-04-09 18:07:00,-191.0,12607,2021-04-09 18:07:00,-191.0,12674,2021-04-09 19:14:00,-19.0,12674,2021-04-09 19:14:00,-19.0,12712,2021-04-09 19:52:00,-190.0
80,12712,2021-04-09 19:52:00,-190.0,12757,2021-04-09 20:37:00,-190.0,12757,2021-04-09 20:37:00,-190.0,12827,2021-04-09 21:47:00,-10.0,12827,2021-04-09 21:47:00,-10.0,12921,2021-04-09 23:21:00,-188.0
81,12921,2021-04-09 23:21:00,-188.0,12982,2021-04-10 00:22:00,-189.0,12982,2021-04-10 00:22:00,-189.0,13048,2021-04-10 01:28:00,-19.0,13048,2021-04-10 01:28:00,-19.0,13085,2021-04-10 02:05:00,-189.0
82,13085,2021-04-10 02:05:00,-189.0,13117,2021-04-10 02:37:00,-189.0,13117,2021-04-10 02:37:00,-189.0,13184,2021-04-10 03:44:00,-18.0,13184,2021-04-10 03:44:00,-18.0,13221,2021-04-10 04:21:00,-190.0
83,13221,2021-04-10 04:21:00,-190.0,13247,2021-04-10 04:47:00,-191.0,13247,2021-04-10 04:47:00,-191.0,13314,2021-04-10 05:54:00,-19.0,13314,2021-04-10 05:54:00,-19.0,13352,2021-04-10 06:32:00,-191.0
84,13352,2021-04-10 06:32:00,-191.0,13397,2021-04-10 07:17:00,-191.0,13397,2021-04-10 07:17:00,-191.0,13467,2021-04-10 08:27:00,-11.0,13467,2021-04-10 08:27:00,-11.0,13562,2021-04-10 10:02:00,-190.0
85,13562,2021-04-10 10:02:00,-190.0,13627,2021-04-10 11:07:00,-190.0,13627,2021-04-10 11:07:00,-190.0,13693,2021-04-10 12:13:00,-20.0,13693,2021-04-10 12:13:00,-20.0,13730,2021-04-10 12:50:00,-188.0
86,13730,2021-04-10 12:50:00,-188.0,13767,2021-04-10 13:27:00,-189.0,13767,2021-04-10 13:27:00,-189.0,13833,2021-04-10 14:33:00,-20.0,13833,2021-04-10 14:33:00,-20.0,13870,2021-04-10 15:10:00,-189.0
87,13870,2021-04-10 15:10:00,-189.0,13902,2021-04-10 15:42:00,-190.0,13902,2021-04-10 15:42:00,-190.0,13969,2021-04-10 16:49:00,-19.0,13969,2021-04-10 16:49:00,-19.0,14006,2021-04-10 17:26:00,-191.0
88,14006,2021-04-10 17:26:00,-191.0,14047,2021-04-10 18:07:00,-191.0,14047,2021-04-10 18:07:00,-191.0,14114,2021-04-10 19:14:00,-19.0,14114,2021-04-10 19:14:00,-19.0,14151,2021-04-10 19:51:00,-191.0
89,14151,2021-04-10 19:51:00,-191.0,14197,2021-04-10 20:37:00,-190.0,14197,2021-04-10 20:37:00,-190.0,14266,2021-04-10 21:46:00,-13.0,14266,2021-04-10 21:46:00,-13.0,14361,2021-04-10 23:21:00,-190.0
90,14361,2021-04-10 23:21:00,-190.0,14422,2021-04-11 00:22:00,-189.0,14422,2021-04-11 00:22:00,-189.0,14486,2021-04-11 01:26:00,-25.0,14486,2021-04-11 01:26:00,-25.0,14522,2021-04-11 02:02:00,-189.0
91,14522,2021-04-11 02:02:00,-189.0,14557,2021-04-11 02:37:00,-189.0,14557,2021-04-11 02:37:00,-189.0,14622,2021-04-11 03:42:00,-23.0,14622,2021-04-11 03:42:00,-23.0,14659,2021-04-11 04:19:00,-190.0
92,14659,2021-04-11 04:19:00,-190.0,14687,2021-04-11 04:47:00,-190.0,14687,2021-04-11 04:47:00,-190.0,14752,2021-04-11 05:52:00,-25.0,14752,2021-04-11 05:52:00,-25.0,14788,2021-04-11 06:28:00,-191.0
93,14788,2021-04-11 06:28:00,-191.0,14837,2021-04-11 07:17:00,-191.0,14837,2021-04-11 07:17:00,-191.0,14904,2021-04-11 08:24:00,-20.0,14904,2021-04-11 08:24:00,-20.0,14992,2021-04-11 09:52:00,-190.0
94,14992,2021-04-11 09:52:00,-190.0,15067,2021-04-11 11:07:00,-190.0,15067,2021-04-11 11:07:00,-190.0,15130,2021-04-11 12:10:00,-28.0,15130,2021-04-11 12:10:00,-28.0,15165,2021-04-11 12:45:00,-188.0
95,15165,2021-04-11 12:45:00,-188.0,15207,2021-04-11 13:27:00,-189.0,15207,2021-04-11 13:27:00,-189.0,15271,2021-04-11 14:31:00,-25.0,15271,2021-04-11 14:31:00,-25.0,15307,2021-04-11 15:07:00,-189.0
96,15307,2021-04-11 15:07:00,-189.0,15342,2021-04-11 15:42:00,-189.0,15342,2021-04-11 15:42:00,-189.0,15408,2021-04-11 16:48:00,-21.0,15408,2021-04-11 16:48:00,-21.0,15444,2021-04-11 17:24:00,-190.0
97,15444,2021-04-11 17:24:00,-190.0,15487,2021-04-11 18:07:00,-191.0,15487,2021-04-11 18:07:00,-191.0,15553,2021-04-11 19:13:00,-22.0,15553,2021-04-11 19:13:00,-22.0,15590,2021-04-11 19:50:00,-191.0
98,15590,2021-04-11 19:50:00,-191.0,15637,2021-04-11 20:37:00,-190.0,15637,2021-04-11 20:37:00,-190.0,15706,2021-04-11 21:46:00,-14.0,15706,2021-04-11 21:46:00,-14.0,15801,2021-04-11 23:21:00,-189.0
99,15801,2021-04-11 23:21:00,-189.0,15862,2021-04-12 00:22:00,-189.0,15862,2021-04-12 00:22:00,-189.0,15928,2021-04-12 01:28:00,-20.0,15928,2021-04-12 01:28:00,-20.0,15965,2021-04-12 02:05:00,-189.0
100,15965,2021-04-12 02:05:00,-189.0,15997,2021-04-12 02:37:00,-189.0,15997,2021-04-12 02:37:00,-189.0,16064,2021-04-12 03:44:00,-18.0,16064,2021-04-12 03:44:00,-18.0,16101,2021-04-12 04:21:00,-190.0
101,16101,2021-04-12 04:21:00,-190.0,16127,2021-04-12 04:47:00,-190.0,16127,2021-04-12 04:47:00,-190.0,16194,2021-04-12 05:54:00,-19.0,16194,2021-04-12 05:54:00,-19.0,16231,2021-04-12 06:31:00,-191.0
102,16231,2021-04-12 06:31:00,-191.0,16277,2021-04-12 07:17:00,-191.0,16277,2021-04-12 07:17:00,-191.0,16347,2021-04-12 08:27:00,-12.0,16347,2021-04-12 08:27:00,-12.0,16442,2021-04-12 10:02:00,-189.0
103,16442,2021-04-12 10:02:00,-189.0,16507,2021-04-12 11:07:00,-190.0,16507,2021-04-12 11:07:00,-190.0,16573,2021-04-12 12:13:00,-21.0,16573,2021-04-12 12:13:00,-21.0,16610,2021-04-12 12:50:00,-188.0
104,16610,2021-04-12 12:50:00,-188.0,16647,2021-04-12 13:27:00,-189.0,16647,2021-04-12 13:27:00,-189.0,16713,2021-04-12 14:33:00,-19.0,16713,2021-04-12 14:33:00,-19.0,16750,2021-04-12 15:10:00,-188.0
105,16750,2021-04-12 15:10:00,-188.0,16782,2021-04-12 15:42:00,-189.0,16782,2021-04-12 15:42:00,-189.0,16849,2021-04-12 16:49:00,-18.0,16849,2021-04-12 16:49:00,-18.0,16886,2021-04-12 17:26:00,-190.0
106,16886,2021-04-12 17:26:00,-190.0,16927,2021-04-12 18:07:00,-190.0,16927,2021-04-12 18:07:00,-190.0,16994,2021-04-12 19:14:00,-19.0,16994,2021-04-12 19:14:00,-19.0,17031,2021-04-12 19:51:00,-191.0
107,17031,2021-04-12 19:51:00,-191.0,17077,2021-04-12 20:37:00,-191.0,17077,2021-04-12 20:37:00,-191.0,17146,2021-04-12 21:46:00,-13.0,17146,2021-04-12 21:46:00,-13.0,17240,2021-04-12 23:20:00,-189.0
108,17240,2021-04-12 23:20:00,-189.0,17302,2021-04-13 00:22:00,-189.0,17302,2021-04-13 00:22:00,-189.0,17367,2021-04-13 01:27:00,-23.0,17367,2021-04-13 01:27:00,-23.0,17403,2021-04-13 02:03:00,-189.0
