,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
19,3006,2021-07-03 02:06:00,-191.0,3037,2021-07-03 02:37:00,-191.0,3037,2021-07-03 02:37:00,-191.0,3104,2021-07-03 03:44:00,-19.0,3104,2021-07-03 03:44:00,-19.0,3142,2021-07-03 04:22:00,-191.0
20,3142,2021-07-03 04:22:00,-191.0,3166,2021-07-03 04:46:00,-191.0,3166,2021-07-03 04:46:00,-191.0,3234,2021-07-03 05:54:00,-19.0,3234,2021-07-03 05:54:00,-19.0,3272,2021-07-03 06:32:00,-190.0
21,3272,2021-07-03 06:32:00,-190.0,3317,2021-07-03 07:17:00,-191.0,3317,2021-07-03 07:17:00,-191.0,3387,2021-07-03 08:27:00,-12.0,3387,2021-07-03 08:27:00,-12.0,3483,2021-07-03 10:03:00,-191.0
22,3483,2021-07-03 10:03:00,-191.0,3547,2021-07-03 11:07:00,-190.0,3547,2021-07-03 11:07:00,-190.0,3614,2021-07-03 12:14:00,-18.0,3614,2021-07-03 12:14:00,-18.0,3651,2021-07-03 12:51:00,-190.0
23,3651,2021-07-03 12:51:00,-190.0,3687,2021-07-03 13:27:00,-190.0,3687,2021-07-03 13:27:00,-190.0,3754,2021-07-03 14:34:00,-18.0,3754,2021-07-03 14:34:00,-18.0,3790,2021-07-03 15:10:00,-189.0
24,3790,2021-07-03 15:10:00,-189.0,3822,2021-07-03 15:42:00,-190.0,3822,2021-07-03 15:42:00,-190.0,3886,2021-07-03 16:46:00,-26.0,3886,2021-07-03 16:46:00,-26.0,3922,2021-07-03 17:22:00,-190.0
25,3922,2021-07-03 17:22:00,-190.0,3967,2021-07-03 18:07:00,-190.0,3967,2021-07-03 18:07:00,-190.0,4034,2021-07-03 19:14:00,-19.0,4034,2021-07-03 19:14:00,-19.0,4072,2021-07-03 19:52:00,-191.0
26,4072,2021-07-03 19:52:00,-191.0,4117,2021-07-03 20:37:00,-191.0,4117,2021-07-03 20:37:00,-191.0,4187,2021-07-03 21:47:00,-13.0,4187,2021-07-03 21:47:00,-13.0,4283,2021-07-03 23:23:00,-192.0
27,4283,2021-07-03 23:23:00,-192.0,4342,2021-07-04 00:22:00,-191.0,4342,2021-07-04 00:22:00,-191.0,4409,2021-07-04 01:29:00,-19.0,4409,2021-07-04 01:29:00,-19.0,4446,2021-07-04 02:06:00,-191.0
28,4446,2021-07-04 02:06:00,-191.0,4477,2021-07-04 02:37:00,-190.0,4477,2021-07-04 02:37:00,-190.0,4544,2021-07-04 03:44:00,-19.0,4544,2021-07-04 03:44:00,-19.0,4581,2021-07-04 04:21:00,-191.0
29,4581,2021-07-04 04:21:00,-191.0,4607,2021-07-04 04:47:00,-190.0,4607,2021-07-04 04:47:00,-190.0,4673,2021-07-04 05:53:00,-21.0,4673,2021-07-04 05:53:00,-21.0,4710,2021-07-04 06:30:00,-190.0
30,4710,2021-07-04 06:30:00,-190.0,4757,2021-07-04 07:17:00,-191.0,4757,2021-07-04 07:17:00,-191.0,4827,2021-07-04 08:27:00,-13.0,4827,2021-07-04 08:27:00,-13.0,4923,2021-07-04 10:03:00,-192.0
31,4923,2021-07-04 10:03:00,-192.0,4987,2021-07-04 11:07:00,-191.0,4987,2021-07-04 11:07:00,-191.0,5054,2021-07-04 12:14:00,-18.0,5054,2021-07-04 12:14:00,-18.0,5091,2021-07-04 12:51:00,-190.0
32,5091,2021-07-04 12:51:00,-190.0,5127,2021-07-04 13:27:00,-190.0,5127,2021-07-04 13:27:00,-190.0,5194,2021-07-04 14:34:00,-18.0,5194,2021-07-04 14:34:00,-18.0,5231,2021-07-04 15:11:00,-190.0
33,5231,2021-07-04 15:11:00,-190.0,5262,2021-07-04 15:42:00,-190.0,5262,2021-07-04 15:42:00,-190.0,5329,2021-07-04 16:49:00,-18.0,5329,2021-07-04 16:49:00,-18.0,5366,2021-07-04 17:26:00,-190.0
34,5366,2021-07-04 17:26:00,-190.0,5407,2021-07-04 18:07:00,-190.0,5407,2021-07-04 18:07:00,-190.0,5474,2021-07-04 19:14:00,-19.0,5474,2021-07-04 19:14:00,-19.0,5511,2021-07-04 19:51:00,-191.0
35,5511,2021-07-04 19:51:00,-191.0,5557,2021-07-04 20:37:00,-191.0,5557,2021-07-04 20:37:00,-191.0,5626,2021-07-04 21:46:00,-14.0,5626,2021-07-04 21:46:00,-14.0,5721,2021-07-04 23:21:00,-191.0
36,5721,2021-07-04 23:21:00,-191.0,5782,2021-07-05 00:22:00,-191.0,5782,2021-07-05 00:22:00,-191.0,5848,2021-07-05 01:28:00,-21.0,5848,2021-07-05 01:28:00,-21.0,5885,2021-07-05 02:05:00,-190.0
37,5885,2021-07-05 02:05:00,-190.0,5917,2021-07-05 02:37:00,-190.0,5917,2021-07-05 02:37:00,-190.0,5984,2021-07-05 03:44:00,-19.0,5984,2021-07-05 03:44:00,-19.0,6021,2021-07-05 04:21:00,-191.0
38,6021,2021-07-05 04:21:00,-191.0,6047,2021-07-05 04:47:00,-191.0,6047,2021-07-05 04:47:00,-191.0,6114,2021-07-05 05:54:00,-19.0,6114,2021-07-05 05:54:00,-19.0,6151,2021-07-05 06:31:00,-191.0
39,6151,2021-07-05 06:31:00,-191.0,6197,2021-07-05 07:17:00,-191.0,6197,2021-07-05 07:17:00,-191.0,6267,2021-07-05 08:27:00,-12.0,6267,2021-07-05 08:27:00,-12.0,6362,2021-07-05 10:02:00,-193.0
40,6362,2021-07-05 10:02:00,-193.0,6427,2021-07-05 11:07:00,-193.0,6427,2021-07-05 11:07:00,-193.0,6494,2021-07-05 12:14:00,-19.0,6494,2021-07-05 12:14:00,-19.0,6531,2021-07-05 12:51:00,-189.0
41,6531,2021-07-05 12:51:00,-189.0,6567,2021-07-05 13:27:00,-190.0,6567,2021-07-05 13:27:00,-190.0,6634,2021-07-05 14:34:00,-18.0,6634,2021-07-05 14:34:00,-18.0,6671,2021-07-05 15:11:00,-190.0
42,6671,2021-07-05 15:11:00,-190.0,6702,2021-07-05 15:42:00,-190.0,6702,2021-07-05 15:42:00,-190.0,6769,2021-07-05 16:49:00,-18.0,6769,2021-07-05 16:49:00,-18.0,6806,2021-07-05 17:26:00,-190.0
43,6806,2021-07-05 17:26:00,-190.0,6847,2021-07-05 18:07:00,-190.0,6847,2021-07-05 18:07:00,-190.0,6914,2021-07-05 19:14:00,-19.0,6914,2021-07-05 19:14:00,-19.0,6951,2021-07-05 19:51:00,-190.0
44,6951,2021-07-05 19:51:00,-190.0,6997,2021-07-05 20:37:00,-190.0,6997,2021-07-05 20:37:00,-190.0,7067,2021-07-05 21:47:00,-11.0,7067,2021-07-05 21:47:00,-11.0,7162,2021-07-05 23:22:00,-191.0
45,7162,2021-07-05 23:22:00,-191.0,7222,2021-07-06 00:22:00,-191.0,7222,2021-07-06 00:22:00,-191.0,7289,2021-07-06 01:29:00,-19.0,7289,2021-07-06 01:29:00,-19.0,7326,2021-07-06 02:06:00,-190.0
46,7326,2021-07-06 02:06:00,-190.0,7357,2021-07-06 02:37:00,-190.0,7357,2021-07-06 02:37:00,-190.0,7424,2021-07-06 03:44:00,-19.0,7424,2021-07-06 03:44:00,-19.0,7461,2021-07-06 04:21:00,-191.0
47,7461,2021-07-06 04:21:00,-191.0,7487,2021-07-06 04:47:00,-191.0,7487,2021-07-06 04:47:00,-191.0,7554,2021-07-06 05:54:00,-19.0,7554,2021-07-06 05:54:00,-19.0,7591,2021-07-06 06:31:00,-191.0
48,7591,2021-07-06 06:31:00,-191.0,7637,2021-07-06 07:17:00,-191.0,7637,2021-07-06 07:17:00,-191.0,7707,2021-07-06 08:27:00,-11.0,7707,2021-07-06 08:27:00,-11.0,7802,2021-07-06 10:02:00,-192.0
49,7802,2021-07-06 10:02:00,-192.0,7867,2021-07-06 11:07:00,-192.0,7867,2021-07-06 11:07:00,-192.0,7934,2021-07-06 12:14:00,-19.0,7934,2021-07-06 12:14:00,-19.0,7972,2021-07-06 12:52:00,-190.0
50,7972,2021-07-06 12:52:00,-190.0,8007,2021-07-06 13:27:00,-190.0,8007,2021-07-06 13:27:00,-190.0,8073,2021-07-06 14:33:00,-20.0,8073,2021-07-06 14:33:00,-20.0,8111,2021-07-06 15:11:00,-190.0
51,8111,2021-07-06 15:11:00,-190.0,8142,2021-07-06 15:42:00,-190.0,8142,2021-07-06 15:42:00,-190.0,8209,2021-07-06 16:49:00,-18.0,8209,2021-07-06 16:49:00,-18.0,8246,2021-07-06 17:26:00,-190.0
52,8246,2021-07-06 17:26:00,-190.0,8287,2021-07-06 18:07:00,-190.0,8287,2021-07-06 18:07:00,-190.0,8353,2021-07-06 19:13:00,-21.0,8353,2021-07-06 19:13:00,-21.0,8390,2021-07-06 19:50:00,-189.0
53,8390,2021-07-06 19:50:00,-189.0,8437,2021-07-06 20:37:00,-190.0,8437,2021-07-06 20:37:00,-190.0,8507,2021-07-06 21:47:00,-11.0,8507,2021-07-06 21:47:00,-11.0,8602,2021-07-06 23:22:00,-190.0
54,8602,2021-07-06 23:22:00,-190.0,8662,2021-07-07 00:22:00,-191.0,8662,2021-07-07 00:22:00,-191.0,8729,2021-07-07 01:29:00,-18.0,8729,2021-07-07 01:29:00,-18.0,8766,2021-07-07 02:06:00,-190.0
55,8766,2021-07-07 02:06:00,-190.0,8797,2021-07-07 02:37:00,-190.0,8797,2021-07-07 02:37:00,-190.0,8864,2021-07-07 03:44:00,-19.0,8864,2021-07-07 03:44:00,-19.0,8901,2021-07-07 04:21:00,-191.0
56,8901,2021-07-07 04:21:00,-191.0,8927,2021-07-07 04:47:00,-191.0,8927,2021-07-07 04:47:00,-191.0,8994,2021-07-07 05:54:00,-19.0,8994,2021-07-07 05:54:00,-19.0,9031,2021-07-07 06:31:00,-190.0
57,9031,2021-07-07 06:31:00,-190.0,9076,2021-07-07 07:16:00,-191.0,9076,2021-07-07 07:16:00,-191.0,9147,2021-07-07 08:27:00,-11.0,9147,2021-07-07 08:27:00,-11.0,9242,2021-07-07 10:02:00,-191.0
58,9242,2021-07-07 10:02:00,-191.0,9307,2021-07-07 11:07:00,-191.0,9307,2021-07-07 11:07:00,-191.0,9374,2021-07-07 12:14:00,-19.0,9374,2021-07-07 12:14:00,-19.0,9411,2021-07-07 12:51:00,-191.0
59,9411,2021-07-07 12:51:00,-191.0,9446,2021-07-07 13:26:00,-191.0,9446,2021-07-07 13:26:00,-191.0,9513,2021-07-07 14:33:00,-20.0,9513,2021-07-07 14:33:00,-20.0,9550,2021-07-07 15:10:00,-188.0
60,9550,2021-07-07 15:10:00,-188.0,9582,2021-07-07 15:42:00,-190.0,9582,2021-07-07 15:42:00,-190.0,9649,2021-07-07 16:49:00,-18.0,9649,2021-07-07 16:49:00,-18.0,9686,2021-07-07 17:26:00,-190.0
61,9686,2021-07-07 17:26:00,-190.0,9727,2021-07-07 18:07:00,-190.0,9727,2021-07-07 18:07:00,-190.0,9793,2021-07-07 19:13:00,-21.0,9793,2021-07-07 19:13:00,-21.0,9830,2021-07-07 19:50:00,-189.0
62,9830,2021-07-07 19:50:00,-189.0,9877,2021-07-07 20:37:00,-190.0,9877,2021-07-07 20:37:00,-190.0,9946,2021-07-07 21:46:00,-13.0,9946,2021-07-07 21:46:00,-13.0,10041,2021-07-07 23:21:00,-190.0
63,10041,2021-07-07 23:21:00,-190.0,10102,2021-07-08 00:22:00,-190.0,10102,2021-07-08 00:22:00,-190.0,10168,2021-07-08 01:28:00,-21.0,10168,2021-07-08 01:28:00,-21.0,10205,2021-07-08 02:05:00,-190.0
64,10205,2021-07-08 02:05:00,-190.0,10237,2021-07-08 02:37:00,-190.0,10237,2021-07-08 02:37:00,-190.0,10303,2021-07-08 03:43:00,-22.0,10303,2021-07-08 03:43:00,-22.0,10340,2021-07-08 04:20:00,-191.0
65,10340,2021-07-08 04:20:00,-191.0,10367,2021-07-08 04:47:00,-191.0,10367,2021-07-08 04:47:00,-191.0,10433,2021-07-08 05:53:00,-22.0,10433,2021-07-08 05:53:00,-22.0,10470,2021-07-08 06:30:00,-191.0
66,10470,2021-07-08 06:30:00,-191.0,10517,2021-07-08 07:17:00,-191.0,10517,2021-07-08 07:17:00,-191.0,10586,2021-07-08 08:26:00,-13.0,10586,2021-07-08 08:26:00,-13.0,10681,2021-07-08 10:01:00,-190.0
67,10681,2021-07-08 10:01:00,-190.0,10747,2021-07-08 11:07:00,-191.0,10747,2021-07-08 11:07:00,-191.0,10813,2021-07-08 12:13:00,-22.0,10813,2021-07-08 12:13:00,-22.0,10850,2021-07-08 12:50:00,-190.0
68,10850,2021-07-08 12:50:00,-190.0,10887,2021-07-08 13:27:00,-190.0,10887,2021-07-08 13:27:00,-190.0,10952,2021-07-08 14:32:00,-23.0,10952,2021-07-08 14:32:00,-23.0,10989,2021-07-08 15:09:00,-189.0
69,10989,2021-07-08 15:09:00,-189.0,11022,2021-07-08 15:42:00,-189.0,11022,2021-07-08 15:42:00,-189.0,11087,2021-07-08 16:47:00,-23.0,11087,2021-07-08 16:47:00,-23.0,11124,2021-07-08 17:24:00,-190.0
70,11124,2021-07-08 17:24:00,-190.0,11167,2021-07-08 18:07:00,-190.0,11167,2021-07-08 18:07:00,-190.0,11233,2021-07-08 19:13:00,-21.0,11233,2021-07-08 19:13:00,-21.0,11270,2021-07-08 19:50:00,-191.0
71,11270,2021-07-08 19:50:00,-191.0,11317,2021-07-08 20:37:00,-190.0,11317,2021-07-08 20:37:00,-190.0,11386,2021-07-08 21:46:00,-13.0,11386,2021-07-08 21:46:00,-13.0,11480,2021-07-08 23:20:00,-189.0
72,11480,2021-07-08 23:20:00,-189.0,11542,2021-07-09 00:22:00,-190.0,11542,2021-07-09 00:22:00,-190.0,11608,2021-07-09 01:28:00,-21.0,11608,2021-07-09 01:28:00,-21.0,11645,2021-07-09 02:05:00,-190.0
73,11645,2021-07-09 02:05:00,-190.0,11677,2021-07-09 02:37:00,-190.0,11677,2021-07-09 02:37:00,-190.0,11743,2021-07-09 03:43:00,-21.0,11743,2021-07-09 03:43:00,-21.0,11781,2021-07-09 04:21:00,-191.0
74,11781,2021-07-09 04:21:00,-191.0,11807,2021-07-09 04:47:00,-191.0,11807,2021-07-09 04:47:00,-191.0,11874,2021-07-09 05:54:00,-19.0,11874,2021-07-09 05:54:00,-19.0,11911,2021-07-09 06:31:00,-191.0
75,11911,2021-07-09 06:31:00,-191.0,11957,2021-07-09 07:17:00,-191.0,11957,2021-07-09 07:17:00,-191.0,12027,2021-07-09 08:27:00,-11.0,12027,2021-07-09 08:27:00,-11.0,12121,2021-07-09 10:01:00,-190.0
76,12121,2021-07-09 10:01:00,-190.0,12187,2021-07-09 11:07:00,-191.0,12187,2021-07-09 11:07:00,-191.0,12254,2021-07-09 12:14:00,-19.0,12254,2021-07-09 12:14:00,-19.0,12291,2021-07-09 12:51:00,-191.0
77,12291,2021-07-09 12:51:00,-191.0,12327,2021-07-09 13:27:00,-191.0,12327,2021-07-09 13:27:00,-191.0,12394,2021-07-09 14:34:00,-18.0,12394,2021-07-09 14:34:00,-18.0,12431,2021-07-09 15:11:00,-190.0
78,12431,2021-07-09 15:11:00,-190.0,12462,2021-07-09 15:42:00,-189.0,12462,2021-07-09 15:42:00,-189.0,12528,2021-07-09 16:48:00,-20.0,12528,2021-07-09 16:48:00,-20.0,12565,2021-07-09 17:25:00,-189.0
79,12565,2021-07-09 17:25:00,-189.0,12607,2021-07-09 18:07:00,-190.0,12607,2021-07-09 18:07:00,-190.0,12674,2021-07-09 19:14:00,-19.0,12674,2021-07-09 19:14:00,-19.0,12711,2021-07-09 19:51:00,-191.0
80,12711,2021-07-09 19:51:00,-191.0,12757,2021-07-09 20:37:00,-191.0,12757,2021-07-09 20:37:00,-191.0,12826,2021-07-09 21:46:00,-13.0,12826,2021-07-09 21:46:00,-13.0,12921,2021-07-09 23:21:00,-190.0
81,12921,2021-07-09 23:21:00,-190.0,12982,2021-07-10 00:22:00,-190.0,12982,2021-07-10 00:22:00,-190.0,13048,2021-07-10 01:28:00,-21.0,13048,2021-07-10 01:28:00,-21.0,13085,2021-07-10 02:05:00,-190.0
82,13085,2021-07-10 02:05:00,-190.0,13117,2021-07-10 02:37:00,-190.0,13117,2021-07-10 02:37:00,-190.0,13184,2021-07-10 03:44:00,-19.0,13184,2021-07-10 03:44:00,-19.0,13221,2021-07-10 04:21:00,-191.0
83,13221,2021-07-10 04:21:00,-191.0,13247,2021-07-10 04:47:00,-191.0,13247,2021-07-10 04:47:00,-191.0,13314,2021-07-10 05:54:00,-19.0,13314,2021-07-10 05:54:00,-19.0,13351,2021-07-10 06:31:00,-191.0
84,13351,2021-07-10 06:31:00,-191.0,13397,2021-07-10 07:17:00,-191.0,13397,2021-07-10 07:17:00,-191.0,13467,2021-07-10 08:27:00,-11.0,13467,2021-07-10 08:27:00,-11.0,13562,2021-07-10 10:02:00,-190.0
85,13562,2021-07-10 10:02:00,-190.0,13627,2021-07-10 11:07:00,-190.0,13627,2021-07-10 11:07:00,-190.0,13694,2021-07-10 12:14:00,-19.0,13694,2021-07-10 12:14:00,-19.0,13731,2021-07-10 12:51:00,-190.0
86,13731,2021-07-10 12:51:00,-190.0,13767,2021-07-10 13:27:00,-190.0,13767,2021-07-10 13:27:00,-190.0,13834,2021-07-10 14:34:00,-18.0,13834,2021-07-10 14:34:00,-18.0,13871,2021-07-10 15:11:00,-190.0
87,13871,2021-07-10 15:11:00,-190.0,13902,2021-07-10 15:42:00,-189.0,13902,2021-07-10 15:42:00,-189.0,13969,2021-07-10 16:49:00,-18.0,13969,2021-07-10 16:49:00,-18.0,14006,2021-07-10 17:26:00,-190.0
88,14006,2021-07-10 17:26:00,-190.0,14047,2021-07-10 18:07:00,-190.0,14047,2021-07-10 18:07:00,-190.0,14114,2021-07-10 19:14:00,-19.0,14114,2021-07-10 19:14:00,-19.0,14151,2021-07-10 19:51:00,-190.0
89,14151,2021-07-10 19:51:00,-190.0,14197,2021-07-10 20:37:00,-191.0,14197,2021-07-10 20:37:00,-191.0,14267,2021-07-10 21:47:00,-11.0,14267,2021-07-10 21:47:00,-11.0,14362,2021-07-10 23:22:00,-190.0
90,14362,2021-07-10 23:22:00,-190.0,14422,2021-07-11 00:22:00,-190.0,14422,2021-07-11 00:22:00,-190.0,14489,2021-07-11 01:29:00,-18.0,14489,2021-07-11 01:29:00,-18.0,14526,2021-07-11 02:06:00,-190.0
91,14526,2021-07-11 02:06:00,-190.0,14557,2021-07-11 02:37:00,-190.0,14557,2021-07-11 02:37:00,-190.0,14624,2021-07-11 03:44:00,-18.0,14624,2021-07-11 03:44:00,-18.0,14661,2021-07-11 04:21:00,-190.0
92,14661,2021-07-11 04:21:00,-190.0,14687,2021-07-11 04:47:00,-190.0,14687,2021-07-11 04:47:00,-190.0,14754,2021-07-11 05:54:00,-19.0,14754,2021-07-11 05:54:00,-19.0,14791,2021-07-11 06:31:00,-190.0
93,14791,2021-07-11 06:31:00,-190.0,14837,2021-07-11 07:17:00,-191.0,14837,2021-07-11 07:17:00,-191.0,14907,2021-07-11 08:27:00,-11.0,14907,2021-07-11 08:27:00,-11.0,15002,2021-07-11 10:02:00,-190.0
94,15002,2021-07-11 10:02:00,-190.0,15067,2021-07-11 11:07:00,-190.0,15067,2021-07-11 11:07:00,-190.0,15134,2021-07-11 12:14:00,-19.0,15134,2021-07-11 12:14:00,-19.0,15172,2021-07-11 12:52:00,-191.0
95,15172,2021-07-11 12:52:00,-191.0,15207,2021-07-11 13:27:00,-191.0,15207,2021-07-11 13:27:00,-191.0,15275,2021-07-11 14:35:00,-17.0,15275,2021-07-11 14:35:00,-17.0,15312,2021-07-11 15:12:00,-191.0
96,15312,2021-07-11 15:12:00,-191.0,15342,2021-07-11 15:42:00,-190.0,15342,2021-07-11 15:42:00,-190.0,15409,2021-07-11 16:49:00,-18.0,15409,2021-07-11 16:49:00,-18.0,15446,2021-07-11 17:26:00,-190.0
97,15446,2021-07-11 17:26:00,-190.0,15487,2021-07-11 18:07:00,-190.0,15487,2021-07-11 18:07:00,-190.0,15554,2021-07-11 19:14:00,-18.0,15554,2021-07-11 19:14:00,-18.0,15591,2021-07-11 19:51:00,-190.0
98,15591,2021-07-11 19:51:00,-190.0,15637,2021-07-11 20:37:00,-190.0,15637,2021-07-11 20:37:00,-190.0,15707,2021-07-11 21:47:00,-11.0,15707,2021-07-11 21:47:00,-11.0,15802,2021-07-11 23:22:00,-190.0
99,15802,2021-07-11 23:22:00,-190.0,15862,2021-07-12 00:22:00,-190.0,15862,2021-07-12 00:22:00,-190.0,15929,2021-07-12 01:29:00,-18.0,15929,2021-07-12 01:29:00,-18.0,15966,2021-07-12 02:06:00,-189.0
100,15966,2021-07-12 02:06:00,-189.0,15997,2021-07-12 02:37:00,-190.0,15997,2021-07-12 02:37:00,-190.0,16064,2021-07-12 03:44:00,-19.0,16064,2021-07-12 03:44:00,-19.0,16101,2021-07-12 04:21:00,-191.0
101,16101,2021-07-12 04:21:00,-191.0,16127,2021-07-12 04:47:00,-190.0,16127,2021-07-12 04:47:00,-190.0,16194,2021-07-12 05:54:00,-19.0,16194,2021-07-12 05:54:00,-19.0,16232,2021-07-12 06:32:00,-191.0
102,16232,2021-07-12 06:32:00,-191.0,16277,2021-07-12 07:17:00,-191.0,16277,2021-07-12 07:17:00,-191.0,16347,2021-07-12 08:27:00,-11.0,16347,2021-07-12 08:27:00,-11.0,16442,2021-07-12 10:02:00,-190.0
103,16442,2021-07-12 10:02:00,-190.0,16507,2021-07-12 11:07:00,-190.0,16507,2021-07-12 11:07:00,-190.0,16574,2021-07-12 12:14:00,-19.0,16574,2021-07-12 12:14:00,-19.0,16611,2021-07-12 12:51:00,-190.0
104,16611,2021-07-12 12:51:00,-190.0,16647,2021-07-12 13:27:00,-191.0,16647,2021-07-12 13:27:00,-191.0,16714,2021-07-12 14:34:00,-20.0,16714,2021-07-12 14:34:00,-20.0,16752,2021-07-12 15:12:00,-191.0
105,16752,2021-07-12 15:12:00,-191.0,16781,2021-07-12 15:41:00,-191.0,16781,2021-07-12 15:41:00,-191.0,16849,2021-07-12 16:49:00,-18.0,16849,2021-07-12 16:49:00,-18.0,16886,2021-07-12 17:26:00,-190.0
106,16886,2021-07-12 17:26:00,-190.0,16927,2021-07-12 18:07:00,-190.0,16927,2021-07-12 18:07:00,-190.0,16994,2021-07-12 19:14:00,-18.0,16994,2021-07-12 19:14:00,-18.0,17031,2021-07-12 19:51:00,-190.0
107,17031,2021-07-12 19:51:00,-190.0,17077,2021-07-12 20:37:00,-190.0,17077,2021-07-12 20:37:00,-190.0,17147,2021-07-12 21:47:00,-11.0,17147,2021-07-12 21:47:00,-11.0,17242,2021-07-12 23:22:00,-190.0
108,17242,2021-07-12 23:22:00,-190.0,17302,2021-07-13 00:22:00,-190.0,17302,2021-07-13 00:22:00,-190.0,17369,2021-07-13 01:29:00,-18.0,17369,2021-07-13 01:29:00,-18.0,17406,2021-07-13 02:06:00,-190.0
