,profile_id,pressure,salinity,temperature,cdom,chla,doxy,nitrate,ph_in_situ_total,pressure_argoqc,salinity_argoqc,temperature_argoqc,cdom_argoqc,chla_argoqc,doxy_argoqc,nitrate_argoqc,ph_in_situ_total_argoqc,lat,lon,date
1814,4903499_035,584.109985,34.159,4.98,1.196689,0.0304,22.391466,,4.9333,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1815,4903499_035,586.109985,34.16,4.976,1.20377,0.0304,22.206703,,4.9019,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1816,4903499_035,588.109985,34.160999,4.972,1.210851,0.02945,21.912872,41.406937,4.8911,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1817,4903499_035,590.109985,34.164001,4.958,1.196689,0.02945,21.698858,,4.9104,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1818,4903499_035,592.109985,34.165001,4.95,1.20377,0.03135,21.544374,,4.9059,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1819,4903499_035,594.109985,34.167,4.944,1.20377,0.03135,21.393288,,4.8955,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1820,4903499_035,596.109985,34.168999,4.939,1.20377,0.02945,21.187309,,4.924,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1821,4903499_035,598.109985,34.171001,4.931,1.196689,0.02945,21.010164,,4.9353,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1822,4903499_035,600.109985,34.171001,4.925,1.196689,0.0266,20.872158,,4.9129,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1823,4903499_035,602.109985,34.173,4.918,1.20377,0.02945,20.746716,,4.9217,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1824,4903499_035,604.109985,34.174,4.914,1.20377,0.03135,20.623129,,4.8808,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1825,4903499_035,606.109985,34.174999,4.909,1.20377,0.02945,20.508604,,4.7655,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1826,4903499_035,608.109985,34.174999,4.905,1.20377,0.0304,20.340422,,4.777,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1827,4903499_035,610.109985,34.175999,4.896,1.20377,0.0304,20.171516,,4.7833,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1828,4903499_035,612.109985,34.178001,4.891,1.232094,0.0304,20.001686,,4.778,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1829,4903499_035,614.109985,34.18,4.882,1.217932,0.03135,19.817232,,4.7921,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1830,4903499_035,616.109985,34.181999,4.875,1.225013,0.02755,19.660378,,4.768,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1831,4903499_035,618.109985,34.183998,4.864,1.20377,0.0304,19.54987,,4.7015,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1832,4903499_035,620.109985,34.183998,4.862,1.210851,0.0304,19.477983,,4.7026,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1833,4903499_035,622.109985,34.185001,4.859,1.20377,0.0323,19.385601,,4.6913,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1834,4903499_035,624.109985,34.185001,4.858,1.217932,0.02945,19.242445,,4.6944,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1835,4903499_035,626.109985,34.187,4.856,1.225013,0.0304,19.00289,,4.7004,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1836,4903499_035,628.109985,34.189999,4.841,1.20377,0.0304,18.791761,,4.4705,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1837,4903499_035,630.109985,34.191002,4.832,1.210851,0.02945,18.635731,,4.4793,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1838,4903499_035,632.109985,34.195,4.825,1.20377,0.02945,18.535522,,4.4104,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1839,4903499_035,634.109985,34.195,4.823,1.210851,0.0285,18.46796,,4.379,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1840,4903499_035,636.109985,34.195999,4.823,1.217932,0.0361,18.352303,,4.4276,1.0,1.0,1.0,3.0,3.0,1.0,,4.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1841,4903499_035,638.109985,34.198002,4.824,1.196689,0.02945,18.183193,,4.2727,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1842,4903499_035,640.109985,34.199001,4.814,1.225013,0.0304,17.972372,,4.0317,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1843,4903499_035,642.109985,34.200001,4.799,1.217932,0.0285,17.793375,,3.8514,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1844,4903499_035,644.109985,34.202999,4.788,1.225013,0.03135,17.685339,41.761951,4.0361,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1845,4903499_035,646.109985,34.203999,4.784,1.210851,0.03135,17.56793,,4.4019,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1846,4903499_035,648.109985,34.203999,4.778,1.217932,0.0304,17.448256,,4.4625,1.0,1.0,1.0,3.0,3.0,1.0,,4.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1847,4903499_035,650.109985,34.206001,4.774,1.217932,0.02945,17.317974,,4.4514,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1848,4903499_035,652.109985,34.207001,4.768,1.210851,0.0304,17.180996,,4.4127,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1849,4903499_035,654.109985,34.208,4.758,1.20377,0.0304,17.01889,,4.1972,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1850,4903499_035,656.109985,34.209999,4.744,1.20377,0.0323,16.880369,,4.3362,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1851,4903499_035,658.109985,34.210999,4.737,1.217932,0.03135,16.817648,,4.6561,1.0,1.0,1.0,3.0,3.0,1.0,,4.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1852,4903499_035,660.109985,34.210999,4.735,1.210851,0.03135,16.706419,,4.583,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1853,4903499_035,662.109985,34.213001,4.728,1.217932,0.03135,16.548021,,4.7566,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1854,4903499_035,664.109985,34.215,4.716,1.210851,0.02945,16.409191,,4.959,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1855,4903499_035,666.109985,34.216999,4.708,1.225013,0.0323,16.30311,,5.0817,1.0,1.0,1.0,3.0,3.0,1.0,,4.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1856,4903499_035,668.109985,34.219002,4.7,1.20377,0.0304,16.207226,,5.0193,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1857,4903499_035,670.109985,34.221001,4.694,1.20377,0.03135,16.125246,,5.0499,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1858,4903499_035,672.109985,34.221001,4.691,1.246256,0.0304,16.039352,41.97908,5.0842,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1859,4903499_035,674.109985,34.222,4.687,1.210851,0.0304,15.937393,,5.12,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1860,4903499_035,676.109985,34.223999,4.68,1.225013,0.02945,15.812157,,5.0819,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1861,4903499_035,678.109985,34.224998,4.668,1.225013,0.0304,15.732855,,5.0635,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1862,4903499_035,680.109985,34.228001,4.657,1.225013,0.02945,15.713698,,5.0799,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1863,4903499_035,682.109985,34.230999,4.665,1.210851,0.0304,15.726263,,5.0824,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1864,4903499_035,684.109985,34.231998,4.669,1.239175,0.02945,15.628835,,5.0289,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1865,4903499_035,686.109985,34.231998,4.665,1.20377,0.0304,15.504114,,5.104,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1866,4903499_035,688.209961,34.233002,4.653,1.210851,0.0323,15.370227,,5.0981,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1867,4903499_035,690.109985,34.234001,4.643,1.239175,0.03135,15.2384,,4.9004,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1868,4903499_035,692.109985,34.234001,4.632,1.232094,0.03135,15.170323,,5.3117,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1869,4903499_035,694.109985,34.234001,4.629,1.232094,0.0285,15.135616,,5.3672,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1870,4903499_035,696.109985,34.234001,4.627,1.225013,0.0304,15.068157,,5.3728,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1871,4903499_035,698.109985,34.235001,4.622,1.217932,0.0323,14.989781,,5.3592,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1872,4903499_035,700.109985,34.237,4.615,1.225013,0.03135,14.927988,,4.5878,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1873,4903499_035,702.109985,34.237999,4.612,1.225013,0.03135,14.889366,,4.7796,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1874,4903499_035,704.109985,34.238998,4.608,1.217932,0.0323,14.832414,,5.252,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1875,4903499_035,706.109985,34.240002,4.603,1.225013,0.02945,14.807592,,5.5157,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1876,4903499_035,708.109985,34.241001,4.601,1.232094,0.03135,14.777828,,5.4763,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1877,4903499_035,710.109985,34.241001,4.6,1.246256,0.0304,14.751257,,5.775,1.0,1.0,1.0,3.0,3.0,1.0,,4.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1878,4903499_035,712.109985,34.242001,4.599,1.210851,0.0342,14.706663,,5.7213,1.0,1.0,1.0,3.0,3.0,1.0,,4.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1879,4903499_035,714.109985,34.244999,4.595,1.217932,0.03135,14.631788,,5.6362,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1880,4903499_035,716.109985,34.247002,4.585,1.239175,0.0323,14.527151,,5.6755,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1881,4903499_035,718.109985,34.248001,4.577,1.232094,0.0304,14.453204,,5.6621,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1882,4903499_035,720.109985,34.249001,4.572,1.232094,0.0323,14.422925,,5.6734,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1883,4903499_035,722.109985,34.25,4.57,1.210851,0.03135,14.363192,,5.5654,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1884,4903499_035,724.109985,34.250999,4.563,1.217932,0.02945,14.276576,,5.4952,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1885,4903499_035,726.109985,34.251999,4.559,1.232094,0.0323,14.140321,,5.4319,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1886,4903499_035,728.109985,34.255001,4.548,1.232094,0.0304,13.982848,,5.4162,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1887,4903499_035,730.109985,34.257,4.539,1.225013,0.0323,13.87234,,5.4056,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1888,4903499_035,732.109985,34.257999,4.534,1.232094,0.03135,13.784594,42.374092,5.483,1.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1889,4903499_035,734.109985,34.259998,4.522,1.225013,0.0323,13.722799,,5.4358,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1890,4903499_035,736.109985,34.262001,4.515,1.225013,0.0323,13.683868,,5.4978,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1891,4903499_035,738.109985,34.263,4.509,1.225013,0.03135,13.664301,,5.4945,1.0,1.0,1.0,3.0,3.0,1.0,,4.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1892,4903499_035,740.109985,34.264,4.503,1.225013,0.03135,13.623002,,5.4418,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1893,4903499_035,742.109985,34.265999,4.498,1.239175,0.0304,13.613939,,5.3494,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1894,4903499_035,744.109985,34.265999,4.496,1.225013,0.0304,13.590868,,5.2617,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1895,4903499_035,746.109985,34.266998,4.495,1.225013,0.0304,13.569757,,5.1126,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1896,4903499_035,748.109985,34.266998,4.494,1.225013,0.0323,13.562031,,5.0849,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1897,4903499_035,750.109985,34.268002,4.488,1.217932,0.0323,13.508579,,5.0401,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1898,4903499_035,752.109985,34.269001,4.475,1.232094,0.0304,13.465735,,4.9576,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1899,4903499_035,754.109985,34.27,4.47,1.232094,0.0304,13.481081,,4.9375,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1900,4903499_035,756.109985,34.271,4.468,1.225013,0.03135,13.421862,,5.1444,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1901,4903499_035,758.109985,34.271999,4.462,1.225013,0.03325,13.365938,,5.2628,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1902,4903499_035,760.109985,34.272999,4.461,1.225013,0.0323,13.315165,,5.5776,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1903,4903499_035,762.109985,34.275002,4.447,1.217932,0.03325,13.20857,,5.613,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1904,4903499_035,764.109985,34.278,4.441,1.232094,0.0323,13.124736,,5.6277,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1905,4903499_035,766.109985,34.278,4.439,1.232094,0.0323,13.078597,,5.6987,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1906,4903499_035,768.109985,34.278999,4.436,1.239175,0.03135,13.023394,,5.7848,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1907,4903499_035,770.109985,34.279999,4.43,1.232094,0.03135,12.991673,,5.8631,1.0,1.0,1.0,3.0,3.0,1.0,,4.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1908,4903499_035,772.109985,34.282001,4.423,1.232094,0.03135,12.968603,,5.8547,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1909,4903499_035,774.109985,34.284,4.415,1.239175,0.03325,12.9478,,5.8129,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1910,4903499_035,776.109985,34.285,4.409,1.232094,0.0304,12.951507,,5.8434,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1911,4903499_035,778.109985,34.285,4.408,1.232094,0.03135,12.972311,,5.8349,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1912,4903499_035,780.109985,34.285999,4.405,1.232094,0.0304,12.949036,,5.9818,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1913,4903499_035,782.109985,34.286999,4.401,1.253337,0.03325,12.881577,,6.1925,1.0,1.0,1.0,3.0,3.0,1.0,,4.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1914,4903499_035,784.109985,34.289001,4.392,1.232094,0.03135,12.834613,,5.986,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1915,4903499_035,786.109985,34.290001,4.386,1.217932,0.03135,12.776424,,5.8302,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1916,4903499_035,788.109985,34.290001,4.384,1.225013,0.0342,12.728534,42.666191,5.9127,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1917,4903499_035,790.109985,34.291,4.377,1.239175,0.03135,12.673845,,6.0894,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1918,4903499_035,792.109985,34.292999,4.367,1.246256,0.03325,12.627398,,6.8974,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1919,4903499_035,794.109985,34.292999,4.36,1.239175,0.0304,12.604019,,7.2085,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1920,4903499_035,796.109985,34.293999,4.35,1.225013,0.0285,12.593307,,7.1871,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1921,4903499_035,798.109985,34.293999,4.345,1.217932,0.03135,12.559732,,7.2563,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1922,4903499_035,800.109985,34.294998,4.331,1.225013,0.03325,12.51895,,7.2385,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1923,4903499_035,802.109985,34.296001,4.321,1.217932,0.0361,12.494231,,7.2712,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1924,4903499_035,804.109985,34.297001,4.317,1.232094,0.0304,12.457566,,7.2594,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1925,4903499_035,806.109985,34.301998,4.317,1.246256,0.0323,12.418431,,7.2578,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1926,4903499_035,808.109985,34.304001,4.309,1.239175,0.03135,12.399481,,7.2533,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1927,4903499_035,810.109985,34.305,4.306,1.253337,0.0304,12.382075,,7.2439,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1928,4903499_035,812.109985,34.305,4.302,1.232094,0.03135,12.371777,,7.232,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1929,4903499_035,814.109985,34.306,4.3,1.232094,0.03135,12.342321,,7.2156,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1930,4903499_035,816.109985,34.307999,4.291,1.246256,0.0285,12.327903,,7.1972,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1931,4903499_035,818.109985,34.308998,4.284,1.246256,0.0304,12.317603,,7.1558,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1932,4903499_035,820.109985,34.310001,4.276,1.232094,0.0304,12.290723,,7.0436,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1933,4903499_035,822.109985,34.311001,4.268,1.225013,0.0323,12.275069,,6.3545,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1934,4903499_035,824.109985,34.312,4.263,1.239175,0.0304,12.261989,,6.1503,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1935,4903499_035,826.109985,34.313,4.257,1.239175,0.0342,12.245098,,6.2145,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1936,4903499_035,828.109985,34.313999,4.252,1.239175,0.02945,12.23346,,6.2132,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1937,4903499_035,830.109985,34.313999,4.25,1.253337,0.04085,12.222647,,6.1964,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1938,4903499_035,832.109985,34.316002,4.243,1.246256,0.0323,12.21585,,6.1937,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1939,4903499_035,834.109985,34.317001,4.233,1.232094,0.0304,12.203387,,6.1908,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1940,4903499_035,836.109985,34.319,4.22,1.232094,0.03135,12.199473,,6.1921,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1941,4903499_035,838.109985,34.32,4.215,1.246256,0.0323,12.201121,,6.1691,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1942,4903499_035,840.109985,34.320999,4.214,1.246256,0.03135,12.198752,,6.126,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1943,4903499_035,842.109985,34.321999,4.213,1.253337,0.03325,12.19206,,6.0697,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1944,4903499_035,844.109985,34.323002,4.207,1.232094,0.03135,12.185468,,6.0092,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1945,4903499_035,846.109985,34.323002,4.201,1.225013,0.03135,12.169195,42.669506,5.8757,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1946,4903499_035,848.109985,34.323002,4.188,1.232094,0.02945,12.170533,,6.0369,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1947,4903499_035,850.109985,34.325001,4.188,1.232094,0.03135,12.160132,,6.1001,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1948,4903499_035,852.109985,34.326,4.188,1.232094,0.0304,12.150554,,6.0933,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1949,4903499_035,854.109985,34.327,4.176,1.232094,0.0304,12.144683,,6.1008,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
1950,4903499_035,856.109985,34.327,4.166,1.246256,0.03135,12.162294,,6.0957,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,46.2593,-126.3828,2023-08-01T23:53:36.002Z
