,profile_id,pressure,salinity,temperature,cdom,chla,doxy,nitrate,ph_in_situ_total,pressure_argoqc,salinity_argoqc,temperature_argoqc,cdom_argoqc,chla_argoqc,doxy_argoqc,nitrate_argoqc,ph_in_situ_total_argoqc,lat,lon,date
18,4903499_037,38.099998,32.284,13.557,0.743505,0.21375,278.9021,,4.6693,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
19,4903499_037,39.799999,32.297001,13.204,0.757667,0.2242,280.722595,,5.4347,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
20,4903499_037,42.0,32.300999,12.618,0.77891,0.2432,288.805206,2.453564,5.9986,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
21,4903499_037,44.099998,32.303001,12.011,0.800153,0.2888,296.194,,6.1148,1.0,1.0,1.0,3.0,3.0,3.0,,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
22,4903499_037,46.199997,32.303001,11.599,,,,,,1.0,1.0,1.0,,,,,,46.5267,-126.5851,2023-08-22T10:00:37.001Z
23,4903499_037,46.479996,,,0.817147,0.346433,299.395935,2.321229,5.8918,1.0,,,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
24,4903499_037,48.299999,32.333,11.361,0.835558,0.4123,299.181793,,5.5785,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
25,4903499_037,50.0,32.327999,11.078,0.842639,0.475,301.996399,,4.6847,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
26,4903499_037,52.0,32.338001,10.763,0.863882,0.5396,303.251404,2.494144,5.7263,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
27,4903499_037,54.099998,32.337002,10.429,0.885125,0.63175,304.311493,,6.352,1.0,1.0,1.0,3.0,3.0,3.0,,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
28,4903499_037,56.099998,32.34,10.185,0.899287,0.6802,302.593811,2.208597,6.4644,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
29,4903499_037,58.099998,32.342999,10.026,0.913449,0.7961,300.51709,,5.5681,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
30,4903499_037,60.099998,32.353001,9.974,0.934692,1.49245,294.996307,,4.9713,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
31,4903499_037,62.099998,32.370998,9.87,0.941773,1.9019,286.195496,5.171343,5.1384,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
32,4903499_037,64.299995,32.393002,9.764,0.934692,1.4041,279.571014,,5.8147,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
33,4903499_037,66.199997,32.377998,9.526,0.878044,0.9538,273.77829,7.360925,5.8703,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
34,4903499_037,67.900002,32.393002,9.378,0.84972,0.58615,266.354187,,6.3464,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
35,4903499_037,70.0,32.407001,9.214,0.84972,0.37335,258.027802,,6.3233,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
36,4903499_037,72.099998,32.414001,9.136,0.842639,0.304,253.047699,10.272831,6.4377,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
37,4903499_037,74.099998,32.436001,9.083,0.821396,0.25175,247.458801,,6.2118,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
38,4903499_037,76.099998,32.462002,9.005,0.842639,0.2147,244.200607,12.175323,6.4927,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
39,4903499_037,78.099998,32.481998,8.936,0.835558,0.18715,240.492294,,6.4139,1.0,1.0,1.0,3.0,3.0,3.0,,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
40,4903499_037,80.199997,32.52,8.956,0.835558,0.18335,234.437302,,6.363,1.0,1.0,1.0,3.0,4.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
41,4903499_037,82.099998,32.541,8.964,0.835558,0.18715,230.578094,13.3839,6.3438,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
42,4903499_037,84.0,32.592999,8.959,0.835558,0.1786,222.274399,,6.2569,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
43,4903499_037,86.099998,32.647999,8.939,0.84972,0.1577,215.960098,15.363248,6.2082,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
44,4903499_037,88.199997,32.702999,8.9,0.856801,0.1406,211.588303,,6.229,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
45,4903499_037,90.0,32.738998,8.886,0.856801,0.1368,207.838196,,6.1835,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
46,4903499_037,92.0,32.799,8.791,0.863882,0.12065,201.706497,17.558086,6.3274,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
47,4903499_037,94.0,32.870998,8.793,0.870963,0.114,194.023605,,6.2768,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
48,4903499_037,96.099998,32.924,8.808,0.878044,0.11115,189.207794,18.886871,6.2805,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
49,4903499_037,98.099998,32.963001,8.812,0.892206,0.1102,184.890701,,6.3456,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
50,4903499_037,100.099998,33.012001,8.783,,,,,,1.0,1.0,1.0,,,,,,46.5267,-126.5851,2023-08-22T10:00:37.001Z
51,4903499_037,100.229996,,,0.885585,0.100206,181.196732,20.104042,6.593943,1.0,,,3.0,3.0,3.0,3.0,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
52,4903499_037,102.099998,33.055,8.746,0.892206,0.0931,178.8797,20.826584,6.4723,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
53,4903499_037,104.099998,33.077,8.723,0.906368,0.0855,175.749496,21.162157,6.3054,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
54,4903499_037,106.099998,33.111,8.693,0.899287,0.07885,170.802902,21.816626,6.1484,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
55,4903499_037,108.099998,33.174999,8.641,0.92053,0.07125,165.500397,22.351685,6.2677,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
56,4903499_037,110.099998,33.229,8.63,0.906368,0.0608,161.722305,22.809507,6.0729,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
57,4903499_037,112.099998,33.275002,8.588,0.92053,0.05605,158.423706,23.238646,3.9113,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
58,4903499_037,114.099998,33.326,8.539,0.927611,0.0551,155.586304,23.818966,3.699,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
59,4903499_037,116.099998,33.365002,8.493,0.934692,0.0494,153.011902,24.116827,3.8492,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
60,4903499_037,118.099998,33.417999,8.442,0.941773,0.03895,150.176895,24.629686,4.5594,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
61,4903499_037,120.099998,33.450001,8.416,0.941773,0.03515,148.209,25.131937,4.9193,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
62,4903499_037,122.099998,33.477001,8.372,0.948854,0.0323,146.140793,25.491119,4.7633,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
63,4903499_037,124.099998,33.504002,8.354,0.963016,0.02945,144.060196,25.583088,3.7702,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
64,4903499_037,126.099998,33.519001,8.333,0.955935,0.02755,141.866592,25.520958,3.9353,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
65,4903499_037,128.100006,33.560001,8.325,0.977178,0.02565,139.414505,26.080257,3.9683,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
66,4903499_037,130.100006,33.585999,8.291,0.970097,0.02565,137.901901,26.277325,3.9321,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
67,4903499_037,132.100006,33.610001,8.261,0.977178,0.0266,136.562195,26.605305,4.3209,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
68,4903499_037,134.100006,33.620998,8.248,0.977178,0.02755,135.315704,,4.7667,1.0,1.0,1.0,3.0,3.0,3.0,,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
69,4903499_037,136.100006,33.644001,8.215,0.977178,0.02185,134.048798,26.74122,4.4501,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
70,4903499_037,138.100006,33.667999,8.216,0.977178,0.02185,132.975006,,3.8767,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
71,4903499_037,140.100006,33.674999,8.199,0.970097,0.02185,131.562607,27.13641,3.7663,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
72,4903499_037,142.200012,33.694,8.179,0.984259,0.0266,129.547897,,3.6153,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
73,4903499_037,144.100006,33.714001,8.147,0.984259,0.01995,128.273804,27.329016,3.7627,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
74,4903499_037,146.100006,33.73,8.12,0.984259,0.0209,126.540199,,3.7631,1.0,1.0,1.0,3.0,3.0,3.0,,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
75,4903499_037,148.100006,33.744999,8.101,0.998421,0.02185,124.620697,,3.4802,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
76,4903499_037,150.100006,33.759998,8.084,0.998421,0.0209,124.3284,,3.4764,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
77,4903499_037,152.100006,33.771,8.044,0.998421,0.0228,125.349998,,3.4399,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
78,4903499_037,154.100006,33.773998,7.992,0.998421,0.0228,124.995903,,3.5087,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
79,4903499_037,156.100006,33.787998,7.923,1.005502,0.02185,124.602898,,3.5928,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
80,4903499_037,158.100006,33.794998,7.899,0.998421,0.0209,124.514099,,3.7204,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
81,4903499_037,160.100006,33.803001,7.857,1.005502,0.02185,125.554703,,3.8937,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
82,4903499_037,162.100006,33.804001,7.81,1.005502,0.02185,127.286301,,4.0919,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
83,4903499_037,164.100006,33.798,7.709,0.998421,0.02185,128.151993,,4.3508,1.0,1.0,1.0,3.0,3.0,3.0,,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
84,4903499_037,166.100006,33.799999,7.642,0.984259,0.02185,126.844498,,4.0998,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
85,4903499_037,168.100006,33.808998,7.596,0.998421,0.0171,124.179604,,3.2568,1.0,1.0,1.0,3.0,4.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
86,4903499_037,170.100006,33.821999,7.594,0.998421,0.0228,120.448196,29.086536,3.0146,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
87,4903499_037,172.100006,33.839001,7.631,1.012583,0.0228,116.290802,,2.7649,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
88,4903499_037,174.100006,33.851002,7.651,1.026745,0.02185,113.869202,,2.804,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
89,4903499_037,176.100006,33.862999,7.65,1.019664,0.0228,110.630798,,2.9544,1.0,1.0,1.0,3.0,3.0,3.0,,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
90,4903499_037,178.100006,33.877998,7.651,1.033826,0.0228,109.5728,,2.8903,1.0,1.0,1.0,3.0,3.0,3.0,,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
91,4903499_037,180.100006,33.882,7.637,1.033826,0.02375,109.565697,,2.8,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
92,4903499_037,182.100006,33.882,7.581,1.012583,0.02375,109.8881,,2.7839,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
93,4903499_037,184.100006,33.880001,7.513,1.019664,0.0228,108.717796,,2.7764,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
94,4903499_037,186.100006,33.888,7.491,1.033826,0.0228,106.921799,,2.7881,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
95,4903499_037,188.100006,33.895,7.468,1.040907,0.0247,105.532898,,2.7765,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
96,4903499_037,190.100006,33.898998,7.45,1.026745,0.0247,103.943703,,2.7796,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
97,4903499_037,192.100006,33.907001,7.465,1.040907,0.0247,103.386803,,2.7161,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
98,4903499_037,194.100006,33.905998,7.423,1.026745,0.0247,103.248901,,2.6837,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
99,4903499_037,196.100006,33.91,7.402,1.040907,0.0228,103.258499,,2.6618,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
100,4903499_037,198.100006,33.909,7.388,1.033826,0.0228,103.734299,30.820745,2.624,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
101,4903499_037,200.100006,33.905998,7.352,1.026745,0.0228,104.552696,,2.5334,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
102,4903499_037,202.100006,33.897999,7.255,1.047988,0.0247,103.916496,,2.5376,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
103,4903499_037,204.100006,33.903999,7.261,1.040907,0.02375,102.732399,,2.5415,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
104,4903499_037,206.100006,33.903999,7.208,1.055069,0.02565,101.568298,,2.4878,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
105,4903499_037,208.100006,33.91,7.183,1.055069,0.02565,100.443703,,2.5028,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
106,4903499_037,210.100006,33.915001,7.181,1.047988,0.02375,100.006302,,2.5182,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
107,4903499_037,212.100006,33.914001,7.165,1.047988,0.02375,99.467903,,2.4808,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
108,4903499_037,214.100006,33.917,7.164,1.06215,0.0247,98.821999,,2.4827,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
109,4903499_037,216.100006,33.917999,7.158,1.055069,0.02375,98.675003,,2.4996,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
110,4903499_037,218.100006,33.916,7.09,1.076312,0.0247,99.130096,,2.5322,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
111,4903499_037,220.100006,33.911999,7.025,1.06215,0.02375,99.835503,,2.5541,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
112,4903499_037,222.100006,33.91,7.011,1.055069,0.0342,100.611298,,2.5694,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
113,4903499_037,224.100006,33.907001,6.974,1.047988,0.0266,101.815399,,2.602,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
114,4903499_037,226.100006,33.903,6.936,1.06215,0.0228,102.906097,31.789661,2.6346,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
115,4903499_037,228.100006,33.897999,6.855,1.069231,0.0247,103.661903,,2.7251,1.0,1.0,1.0,3.0,3.0,3.0,,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
116,4903499_037,230.100006,33.894001,6.776,1.06215,0.0247,102.367104,,2.6988,1.0,1.0,1.0,3.0,3.0,3.0,,4.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
117,4903499_037,232.100006,33.897999,6.757,1.069231,0.0247,99.561798,,2.6411,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
118,4903499_037,234.100006,33.903,6.746,1.069231,0.0247,96.053299,,2.6402,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
119,4903499_037,236.100006,33.911999,6.76,1.06215,0.0247,91.288498,,2.6109,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
120,4903499_037,238.100006,33.935001,6.855,1.069231,0.02565,88.794601,,2.6295,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
121,4903499_037,240.100006,33.938,6.855,1.069231,0.0247,88.294502,,2.6578,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
122,4903499_037,242.100006,33.942001,6.83,1.083393,0.0266,88.242104,,2.6625,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
123,4903499_037,244.100006,33.938999,6.802,1.083393,0.0247,88.904999,,2.6571,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
124,4903499_037,246.100006,33.931,6.695,1.083393,0.0228,88.574699,,2.6476,1.0,1.0,1.0,3.0,4.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
125,4903499_037,248.100006,33.932999,6.681,1.076312,0.02565,87.184601,,2.5939,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
126,4903499_037,250.100006,33.937,6.688,1.083393,0.0266,86.041496,,2.6131,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
127,4903499_037,252.100006,33.938,6.664,1.076312,0.0266,85.054802,,2.5822,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
128,4903499_037,254.100006,33.941002,6.633,1.090474,0.02375,83.789497,,2.5548,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
129,4903499_037,256.100006,33.945999,6.632,1.076312,0.02565,83.227798,,2.5315,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
130,4903499_037,258.100006,33.946999,6.63,1.097555,0.02565,82.4935,,2.5497,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
131,4903499_037,260.100006,33.950001,6.622,1.090474,0.02565,82.039101,33.978264,2.5234,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
132,4903499_037,262.100006,33.951,6.617,1.090474,0.0247,81.889,,2.5353,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
133,4903499_037,264.100006,33.950001,6.601,1.090474,0.0266,82.243202,34.075996,2.5233,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
134,4903499_037,266.100006,33.945999,6.539,1.076312,0.02565,81.948196,,2.5048,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,46.5267,-126.5851,2023-08-22T10:00:37.001Z
